$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$3037329$遥望南方的童年$窗边的小豆豆$2019-08-13 21:05:29$1210$这个片子，我想打一万分。推荐所有人去看。如果以后等我退休后 中国还是有这样的地方 我会考虑去；如果是成为坐拥财富者，我一定要去建学校。实际上大学时代支教过两次，当时环境不比片中好 甚至当时一个地方连电和水都不同。这也就是十多年前的事情 历历在目，有一个当时只有四岁的小朋友一直和我保持联络到现在。这片子让我回忆起很多那时候的时光，特别感动，片中这老师太值得倾佩。虽然我拿我们这些博士的学术成果对社会的贡献来比较他的教书育人对社会的贡献是不妥帖甚至是无法比较的，但是我的确深感我自己对社会的贡献还远不及他的九牛一毛，尽管他连普通话都说不标准，但这却更显示出来了这位老师的高尚之处。感谢大象放映室让我了解到这部片子。
1$3037329$遥望南方的童年$局外人psy$2018-12-23 22:55:36$349$真实到可怕，这就是我的童年，这就是农村教育现状。
492$3037329$遥望南方的童年$wilson$2020-01-13 17:37:46$0$"农村出身的我看到这种电影，眼睛里像进了砖头一样。看到弹幕有人说在农村易老师这样的人很多。只能感叹城乡背景巨大差异的观影体验下，感同身受的人还是太少。易老师这样的孺子牛在任何年代都是稀缺的，都是可贵的，纵使他做不了教育的先驱者，但他会是孩子们心中的超人。
PS:赣方言听起来亲切无比，代入感极强。"
493$3037329$遥望南方的童年$朱平平$2020-05-03 14:00:49$0$看到了自己的童年，看到了曾经经历的一些画面，看到了不曾愿意回忆的过去，庆幸我有一位极力主张我读书的妈妈。
494$3037329$遥望南方的童年$琵琶鱼$2020-02-25 15:53:34$1$"这样拍电影就对了：真实的呈现一种生活，不刻意煽情，不想着去批判，也不去歌颂，只是告诉我们，有这样一些人一些事，你可以去了解，也可以去关心，也可以选择漠视，不通过题材来绑架观众。
那些纯真的孩子，善良的或者麻木的或者更多的为生活所迫的大人们，都是真实存在的。
最打动我的，是那个原本要出去打工的女孩子，最终选择了回到学校。易老师并不知道自己的所作所为可以影响和改变什么，他只是从心出发，去做。"
495$3037329$遥望南方的童年$Doo地$2023-01-08 00:43:13$0$真实就是苦呀，时代之下农村皆是齑粉
496$3037329$遥望南方的童年$易远$2020-03-22 15:43:50$0$1.遇到这样的片子，不知道如何用“电影艺术”来评价。它显然不够电影的艺术，更像一部纪录片；但是，它朴素真实地记录与反映了一个当下真实农村的境况，聚焦于留守儿童，这个庞大但是往往被忽略的群体。作为一个农村出来的，也见过留守儿童的我来说，直击内心。2.电影评分9.4，但是看过的人只有一万五，以前我会觉得我们大概没有合格的观众。现在，我想这部电影的被忽略本身也就反映出如留守儿童问题被忽略一样。城里的大概不会感兴趣，感兴趣也大概不会有太多的代入感，而农村的几乎不会看到。3.这个现状就如砣砣离开他瞎眼的婆婆时，婆婆说“崽崽，别玩水哈”一样，关心但是无奈又无力……
497$3037329$遥望南方的童年$[已注销]$2019-11-06 13:25:08$0$三星半，真实之余有点为地方政府宣传的意味
498$3037329$遥望南方的童年$花不缺$2019-08-14 11:18:55$0$易老师太好了！
499$3037329$遥望南方的童年$天地孤影一个任$2020-02-07 19:00:35$1$2007年拍的电影了。过去13年了。农村依然如此。很多年轻人生了孩子扔给老人就出去了。离婚的也很多。对孩子不负责不管教。等到他们的孩子长大后还是生了不管。如此循环。那些生了孩子扔给爷爷奶奶就不管的年轻人就不配做父母不配生孩子
500$3037329$遥望南方的童年$利维尔$2020-07-26 19:31:20$0$"想推荐给所有人看的一部片子。
中国人太坚韧了。农村底层人民的生活不易。"
501$3037329$遥望南方的童年$嘟哔嘟哔$2023-03-08 15:44:45$0$看到最后，我居然用手机地图搜了从宜春步行到深圳需要的时间，比我想象的短，希望这些孩子长大后可以真正走出农村。
502$3037329$遥望南方的童年$阿布鲁齐$2022-01-17 21:18:45$0$"“学习改变命运”这件事好像有个逻辑错误，其实不是学习改变命运，是你学习了，甚至学习好了，别人没学习，这才能改变命运，还是那句话，预计未来需要多少廉价劳动力，就会有多少差生。
还不如改变我们对各行各业的保障和有色眼镜。当然我这句话都是他妈放屁，没有用，再拍一百部也没有上边拨点钱管用，ctmd"
503$3037329$遥望南方的童年$升空大白狗$2020-04-15 12:06:05$0$很“原始的”电影。比较难得的“南方”方言电影。没太大波澜，我现在看也不至于太感人，贵在真实，就是最好的。
504$3037329$遥望南方的童年$plutx$2019-09-19 02:39:24$0$一部朴素的大家都以为是纪录片的电影是一部好电影吗
505$3037329$遥望南方的童年$PanD_CHN$2022-12-20 19:39:24$0$改革开放以来农村留守的孩子，一如知青返城后那乡下多余的一个。
506$3037329$遥望南方的童年$IgLoo$2020-10-14 22:39:41$0$反映的是乡村留守儿童和幼儿教育资源不足的问题，挺有现实意义。
507$3037329$遥望南方的童年$蝴蝶不梦庄周$2020-11-05 23:48:31$0$最难的就是易嫂 照顾着家里的孩子 还有别人的孩子 丈夫面子薄 家里没过上好生活 哎.....太善良也是一种罪过！
508$3037329$遥望南方的童年$豆瓣酱$2019-08-18 12:29:31$0$留守儿童好可怜。
509$3037329$遥望南方的童年$世纪症候群$2020-10-16 20:56:32$0$非常粗糙的一部电影，但是却有原始的生命力。
510$3037329$遥望南方的童年$辞职的公务员$2019-10-20 09:03:01$0$哭瞎了
511$3037329$遥望南方的童年$吞云吐雾狮子兔$2022-08-11 01:00:54$0$老易是村里的良心，留守儿童也不该被忽视
512$3037329$遥望南方的童年$［己注销］$2023-04-01 11:44:11$1$没有感动，只有绝望
513$3037329$遥望南方的童年$哦哦$2022-05-06 22:21:07$0$优秀解读 大象放映室
514$3037329$遥望南方的童年$四楼的橘子$2021-03-25 04:19:42$1$"想做事也难，做好事更难。
刚办三个月贴了不少钱进去，上头就来人说要有幼师资格证要有四五万一辆的专车配司机，“规矩”一大堆，就是没管下一代教育。
江西农村真实改编"
515$3037329$遥望南方的童年$猫与少年、$2019-09-21 11:12:32$0$留守儿童太难了
516$3037329$遥望南方的童年$跟真的似的$2022-08-26 21:27:44$1$片子拍的很温情，主角有血有肉，有担当也有犹豫，拍到最后拉着孩子们的手望向南方的时刻是电影当中的经典一幕，导演设置这样一个诗化的镜头非常动人。但是尽管如此，这部片之所以能够打动人，并不是主线故事和主角们，恰恰是那些省略的部分。那些欲说还休的离别，无奈，痛苦，思念和冷漠把我们几十年以来如何搅碎了农民的血肉，吸食他们的骨髓展现的淋漓尽致。以温情为名所展示的冰山之下巨大的残忍正是这部过审不易的电影最大的价值。
517$3037329$遥望南方的童年$野猪的野$2020-05-19 11:54:54$0$纪录片既视感
518$3037329$遥望南方的童年$oops$2021-12-22 22:45:14$0$看的心里堵😢
519$3037329$遥望南方的童年$吹毛里求斯$2019-06-30 19:47:52$0$是来自遥远家乡的故事，虽然方言与我家的差很大，但乡味就像花椒，散落在乡亲们互相揶揄时的姿态，争吵吆喝的语调，和抱孩子那几声“诶嘿”中。
520$3037329$遥望南方的童年$半语人$2020-08-06 12:14:41$0$向真正的电影人和教育人致敬！
521$3037329$遥望南方的童年$匿名用户$2021-11-27 19:57:55$0$农村留守儿童教育问题到现在也没解决，大量留守儿童辍学，还有留守女童被性侵，早早结婚生子，但办学又不是一件有爱心就能做到的事情。都不是专业的演员，演的很生疏，台词都说的磕磕碰碰的，但是很真实。
522$3037329$遥望南方的童年$颠倒梦想$2022-04-10 19:32:17$0$师母形象真高大，骂骂咧咧是她，真有事一定支持易老师也是她。落后偏远山村现状，社会最边缘的那部分人。曾几何时，自己居然还会羡慕爸妈外出务工的留守儿童小伙伴，说到底也是虚荣心作祟和围城。一句话说就是，偏远山村人不易。
523$3037329$遥望南方的童年$CABARET$2020-05-06 21:51:16$0$不能说是电影其实 剧情很简单 留守儿童 但没有看到人物弧光  感动也没有很多 人物也不足够 没头没尾 但朴实
524$3037329$遥望南方的童年$我爱电影$2019-08-17 13:11:03$0$以前电影频道看过，一直不记得名字，今天看到了，记录一下。人生艰难
525$3037329$遥望南方的童年$Carnes$2022-04-28 08:12:03$0$难得一部电影里完全没有招揽流量的明星，只是纯粹的反应真实的现状。留守儿童一直都是社会重点关注的问题之一，可对于这方面题材的影视作品却是少之又少。
526$3037329$遥望南方的童年$不喜$2020-01-30 19:26:19$0$虽然看得到痕迹 但是又很真实
527$3037329$遥望南方的童年$爱读书的熊$2021-09-30 08:21:41$0$还行，不至于打满分 。
528$3037329$遥望南方的童年$烂牙齿糖$2021-01-21 23:27:10$1$真实农村的样子，木讷，无奈，荒凉。懂点文化的乡村教师什么都得管，成了苦哈哈的慈善机构。打工赚钱为了啥？最后落得聚少离多一把辛酸泪……
529$3037329$遥望南方的童年$读书看电影$2019-11-24 13:43:01$0$家乡话
530$3037329$遥望南方的童年$w$2021-02-11 09:32:41$0$"非常非常的真实。

中国北上广深富强的对照是农村贫苦的。"
531$3037329$遥望南方的童年$小森林🍃$2022-01-30 10:24:49$0$为什么要读书？虽然方言不通，但农村的面貌是一样的，农村苦教育久矣，即使现在也是。
532$3037329$遥望南方的童年$梦影人$2022-03-03 20:06:34$0$既感动又堵心
533$3037329$遥望南方的童年$Yoxsen$2020-06-30 04:25:44$0$止不住的眼泪，和之前在老家的历历在目
534$3037329$遥望南方的童年$月光桥头$2021-12-08 21:58:26$0$为什么我对真实的呈现，充满羞愧，害怕（文才托孤确实扯了）
535$3037329$遥望南方的童年$清泉石上流$2022-03-03 20:06:58$0$有点乡村纪实片的味道了
536$3037329$遥望南方的童年$潇洒小叮当$2022-01-22 17:56:50$0$“留守儿童”不是简简单单的四个字。背后有很多家庭，自私的人，可怜的孩子。
537$3037329$遥望南方的童年$种种$2022-11-27 22:11:04$0$太TM好看了
538$3037329$遥望南方的童年$电影未遂$2022-08-07 12:09:39$0$"提出问题，不解决问题，恰到好处。因为留守儿童的问题是暂时解决不了的。"
539$3037329$遥望南方的童年$tournesol$2021-02-04 09:09:16$0$"太心疼了😭😭😭这个失落的农村
适应时代的发展是每个人的必经之路"
540$3037329$遥望南方的童年$510$2022-02-10 23:24:44$0$一群自己想当明星的城里人想象出来的“农村生活”。。。。。。
541$3037329$遥望南方的童年$手欠不是两三天$2021-05-13 03:04:49$0$想起那个外交部的宜春少年和米花糖
542$3037329$遥望南方的童年$快门走火$2020-02-18 00:09:24$0$"江西老表拍的太真实了！
拍出了中国人民的家国情怀。
"
543$3037329$遥望南方的童年$Luke$2018-09-04 21:02:53$0$充满悲哀的生活，
544$3037329$遥望南方的童年$寒雨$2021-06-17 23:08:06$1$"关于农村教育，关于留守儿童，看的泪眼朦胧，希望中国的农村教育越来越好。
我爸爸也是农村教师，开学要帮学生垫学费，学生惹了事半夜还得出去找，小时候爸爸工资还不如农民种地来的多，每天骑自行车几十里路去上班，妈妈劝爸爸在家里办住宿或者补课可以多赚点，爸爸全部否决，我敢拍着胸脯说爸爸没多收过学生一分钱，向爸爸致敬，向有良心的农村教师致敬。"
545$3037329$遥望南方的童年$雪人$2023-01-15 21:51:51$0$有的人真的善良的纯粹。
546$3037329$遥望南方的童年$腐败小张$2022-09-26 23:00:39$0$靠，看的想骂人，妈的，孩子们太可怜了。边远农村的人们什么时候能活的像个人样
547$3037329$遥望南方的童年$管埋员$2022-12-01 13:43:00$0$"2022/10/2  2：06
《遥望南方的童年》
五星
天啊，居然找到一部讲我们农村的方言，太惊喜了。
之前看贾樟柯的电影觉得很符合我们的生活
现在看这部更加符合我小小时候在乡下和婆婆一起的日子
小狗吃地上的饭，为了农田放水的事打架，打工娶来的老婆生完孩子走了
全都是真真实实发生过的
所以这部电影的主题很好理解
时代发展过快，青壮年去城里打工，农村留下留守儿童和老人
时代发展这么快，总有人会被落下
我在想，假如没有教育，我是不是也在山沟沟里面"
548$3037329$遥望南方的童年$soldier.$2020-09-14 18:38:45$0$简单的故事但却真实的反映了农村的真实
549$3037329$遥望南方的童年$小行星表面$2022-08-11 13:06:45$0$看到一半就来五星好评，好好哭😭
550$3037329$遥望南方的童年$别遇$2021-03-13 11:04:58$0$这部电影没有一个镜头是在江西农村外拍的，但题目中的”南方“却无处不在。南方，村民、孩子的父母们打工的地方，成为一个缺席的存在。它存在于如同李响那样的少年的梦里，存在于秀秀那样的留守孩子发出的问题里
551$3037329$遥望南方的童年$[已注销]$2018-12-01 01:25:12$0$和你说好了一起看，你自己跑去先看了。现在我也看了，只是我俩没在一起了。
552$3037329$遥望南方的童年$站在最后一天$2020-11-15 17:40:15$0$大象放映室，我大哭
553$3037329$遥望南方的童年$w.$2019-08-25 14:01:41$0$4.5 缺一点火候
554$3037329$遥望南方的童年$郭不怂覆舟哒$2021-06-21 01:12:11$2$开了一所学校，多了三个养子。
555$3037329$遥望南方的童年$鑫弦$2022-05-17 12:15:48$0$第一次看到把农村故事拍得如此动人的电影。留守儿童，青少年，青年夫妻，中年夫妻，留守老人，准确地切中了农村的阵痛，又拍出了农村人骨子里的温厚和善良，这就是这个时代需要的电影啊
556$3037329$遥望南方的童年$吴琪华$2020-03-04 00:56:14$1$全面脱贫不是口号，我觉得，先从思想上脱贫吧，而思想脱贫，从教育开始！
557$3037329$遥望南方的童年$Evil6$2020-07-31 01:36:23$1$哭了三场戏，秀母走，瞎奶奶，深圳在天边。妻子是好妻子，嘴上骂完，还是接过来小婴儿。没有资格的幼儿园却是最可靠的幼儿园。一点办法都没有，只有叹息。
558$3037329$遥望南方的童年$伯亦沫$2022-02-03 20:59:22$0$"我想 我真的已经足够幸运
所以 现在能做的唯有好好的善待自己 善待家人。
其实我们所追逐的大多数东西，并不是我们所缺少的，而是我们永不满足的欲望。然后在此过程中，失去更多。"
559$3037329$遥望南方的童年$春夏$2022-06-24 23:56:49$0$哎，留守儿童的滋味太难过了😭😭😭😭
560$3037329$遥望南方的童年$孟夏$2019-10-10 01:09:17$0$看吧随便揪个人出来就是影帝！
561$3037329$遥望南方的童年$$2020-03-01 15:44:09$1$北方遥望南方的同时，南方也在遥望北方
562$3037329$遥望南方的童年$叫我书山君$2020-02-09 09:56:23$0$普通人做了一件不普通的事。
563$3037329$遥望南方的童年$伯彦$2021-04-21 12:43:29$0$我们连对生一个小孩都恐慌，易老师一口气带四个。
564$3037329$遥望南方的童年$东阳栋栋影视$2023-02-19 03:51:30$0$"这一帮素人演员怎么被他调教好的呢？可见演员表演出问题了都怪导演。
07年的农村有高楼大厦，有漂亮的水泥路，却没有幼儿园，这是穿帮了。
摄影和剪辑太像初学者了，应该再好一点。
易老师还是要给点特写的，毕竟杨德昌再会讲故事，现在却越来越多的观众不接受了"
565$3037329$遥望南方的童年$早起的青年$2023-02-03 19:39:43$0$看完来气，这些只长生直器不长脑子的父母能不能不要生小孩，生完了卖惨，把养育孩子的责任甩给其他有责任心的人，气死了！！结局那个文才就是个不负责的，搞大少女的肚子，怀胎八月才准备结婚，生了小孩扔给老师，嘴上说会回来，我看是不会回来了，说不定又打工找女人生孩子去了。
566$3037329$遥望南方的童年$南风知我意$2021-02-26 15:50:36$0$留守儿童和自办教育太值得帮助了吧
567$3037329$遥望南方的童年$吟啸且徐行$2022-06-04 00:50:40$0$看完才知道，原来“遥望南方的童年”这么诗意的名字，背后是那么无奈、孤独、失望的故事…办幼儿园的标准高，当然是好事。可是有钱的人不会在穷乡僻壤办幼儿园，想在教育荒凉之地办幼儿园的人又没有钱…那孩子们就没有幼儿园上，以后还是小小年纪去打工了事。
568$3037329$遥望南方的童年$yiyiyiyiyi$2021-01-04 23:21:35$0$中国农村最好看的电影之一
569$3037329$遥望南方的童年$悲伤丘比特$2022-05-11 15:35:09$0$看了电影才明白片名的含义，遥望的是望不到边的南方，盼望的是童年缺失的爱与陪伴，电影很质朴，往往是最简单的情感表达最真挚最打动人心。
570$3037329$遥望南方的童年$羽族优伶$2022-09-11 14:47:48$0$太感人了
571$3037329$遥望南方的童年$明明$2023-02-07 21:12:26$0$好真实
572$3037329$遥望南方的童年$棉褲$2019-10-07 14:56:57$0$还有很长的路要走
573$3037329$遥望南方的童年$蘑菇是朵积雨云$2019-08-13 08:31:53$0$一边看一边哭鼻子是什么感觉？
574$3037329$遥望南方的童年$遥遥刘$2021-11-28 12:19:14$0$浪漫笔法，所有人都很善良，但就是解决不了问题。尖锐的地方都用人情漂淡，变成一种无奈的感伤。这是这类题材电影惯常的止步之处。展现的农村图景，乡村的社会问题真实且平常。乡土方言和话语非常有味道。
575$3037329$遥望南方的童年$袁小烦$2019-08-14 02:03:17$0$失落的农村，卑微无力的童年，只能期盼时代环境会越来越好吧
576$3037329$遥望南方的童年$密棉$2020-02-06 22:01:06$0$浓浓乡愁
577$3037329$遥望南方的童年$紫邪$2021-10-03 14:55:55$0$"【85】

就这样，没感觉。。"
578$3037329$遥望南方的童年$SnowT$2019-09-27 00:14:50$0$很写实。忍别离，不忍却又别离。
579$3037329$遥望南方的童年$陌上花$2022-01-02 23:36:37$0$给4分吧，为此片的人文情怀。
580$3037329$遥望南方的童年$平潭岛$2019-03-01 23:01:55$0$应该算是个纪录片，电影质感欠缺，但也让片子所映射的社会问题更加残酷和深刻
581$3037329$遥望南方的童年$ONE$2020-03-21 18:04:53$0$真实生活的力量之大超乎想象
582$3037329$遥望南方的童年$单行记$2019-05-15 22:17:45$1$中国还有很长的路要走
583$3037329$遥望南方的童年$子虚乌有亡是$2019-05-28 21:29:44$1$"家人不养，托给学校，既然如此，何必要生。
外出打工，道阻且长，既无皇位，来日再生。"
584$3037329$遥望南方的童年$糖醋橘猫儿$2020-10-18 13:36:33$0$心情无以言喻...泪如雨下...
585$3037329$遥望南方的童年$我，谁，我呀！$2022-10-18 07:35:44$0$"预：8.1。自评8.1。整体观影体验还不错。能看出这部影片在各种条件有限的情况下能达到这个状态还是很棒的。
把一个襁褓里的婴儿抱到幼儿园，这个情节设计我无法接受…。
坨坨 这个小朋友的自然状态就很好。
希望国内多出一些优质的影片，这部没有央6的介入。"
586$3037329$遥望南方的童年$清风徐来⭐️$2022-07-24 11:34:22$0$孩子，就是希望
587$3037329$遥望南方的童年$贫贱忙卒$2021-07-28 18:40:07$0$没忍住，哭成了傻逼
588$3037329$遥望南方的童年$鲸吞鲸吞$2022-10-26 15:38:13$0$总感觉这不是电影，不是演出来的，更像是纪录片，是真实的！
589$3037329$遥望南方的童年$用户名12752584$2022-12-30 15:11:15$1$太真实了这种影片比那些经过美化处理的好多了
590$3037329$遥望南方的童年$虚胖$2022-04-11 23:01:25$0$"太真实了打工人太惨了有本事生，没本事养，无语住了"
591$3037329$遥望南方的童年$天已微凉$2022-05-04 08:55:28$0$易老师一家人人性渲染的太美好以至于不真实，大庇天下寒士俱欢颜是政府的事，而不是一个人的事，因为一个普通人即使有心，也根本没有这个能力，基于此，即使宣扬主旋律也体会不到正能量，只有老实人就是要拿枪指着的苦涩感。
592$3037329$遥望南方的童年$世界之泪$2019-09-30 10:53:22$0$真实的农村有很多无奈，所以提高自己 在上层影响人。 不过我看到食物那会儿真馋死我了……
593$3037329$遥望南方的童年$尚$2022-07-01 02:30:23$0$中国乡村的故事。包括了留守儿童的故事，民办教育的故事，打工者的故事，村中家长里短的故事。用这点预算，故事讲的很不错，包括镜头语言，叙事节奏，本色演员。但你要说特别惊艳，倒也不至于。易老师善良到有点虚假了，至善若伪！没有恶意。
594$3037329$遥望南方的童年$DJED$2019-08-31 02:27:22$0$一切都是贫穷在作祟
595$3037329$遥望南方的童年$Blanc$2019-12-14 23:14:27$3$"易老师办幼儿园的动机开始没做过多说明，观者包括我大多倾向于认为他是出于商业目的，在后续事态的发展和变动中，这个动机的指向转变的明朗化，人文化。
他的这种乡村幼儿园（个体性私营）的组织让我看到了一种自发的民间力量，也让一部分心中对教育对社会有使命感的群体通过这部影片的艺术呈现而得到了肯定。"
596$3037329$遥望南方的童年$阿紫$2020-02-11 12:09:52$0$遥望南方的童年
597$3037329$遥望南方的童年$垚子$2021-10-04 00:18:49$0$坨坨和奶奶真让人心疼
598$3037329$遥望南方的童年$FWSWU-LLDAF$2020-05-12 09:49:42$0$春耕前先翻土，脱贫前先扶志，父亲教育和关心与精神物质文明严重匮乏的双重缺失必然造成一代留守儿童毕生之痛苦，电影中温情战胜落后，现实呢？有多少见不得人的污秽因为山高皇帝远、法律不得施行的残酷现实而大行其道？关爱留守儿童，关爱弱势群体，冠冕堂皇的大话作用甚微，易老师为代表的农村建设者不能被忘记
599$3037329$遥望南方的童年$horace$2020-11-16 23:38:39$0$过于真实，过于残酷。
