$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26289144$滚蛋吧！肿瘤君$付玲$2015-08-08 21:43:39$4735$作为一个癌症患者，我没什么好说的。
507$26289144$滚蛋吧！肿瘤君$Sunflower$2015-08-26 09:01:17$1$电影中段就开始哭了，可是看到和小时代类似的屋顶，打雪仗的场景噗嗤的就笑出来了。
508$26289144$滚蛋吧！肿瘤君$Lush$2015-08-14 21:24:28$0$如果明天我死了
509$26289144$滚蛋吧！肿瘤君$和~$2020-07-12 02:11:06$1$当时在电影院 看到她自己主持告别会时 眼泪刷一下就流下来了
510$26289144$滚蛋吧！肿瘤君$豆友1143429$2015-08-17 18:24:01$0$很流畅，完全没有国产片随处可见的尴尬，甚至有一点点“洋气”。除了医生和病人谈恋爱这事儿保留意见之外，其他都很优秀。提醒：带纸巾。旁边妹子看完说“你看我一包纸巾都用完了”，本人也是默默涕泪横流忍到崩溃。
511$26289144$滚蛋吧！肿瘤君$emma$2015-09-04 23:20:46$0$travis的歌。活在当下，好好活着。
512$26289144$滚蛋吧！肿瘤君$一個死槍槍$2016-01-11 05:17:58$2$滾蛋吧爛片
513$26289144$滚蛋吧！肿瘤君$西北偏北$2016-08-24 11:36:48$0$前半段的风格没能很好的延续下来。
514$26289144$滚蛋吧！肿瘤君$木偶$2015-08-19 09:50:23$0$生命那么短，做一个有趣的人
515$26289144$滚蛋吧！肿瘤君$何处相思明月楼$2018-10-31 08:27:11$1$居然是2015年的电影了，当年的白百合风光无限
516$26289144$滚蛋吧！肿瘤君$吃樱桃的公主$2019-11-12 07:16:19$1$轻松、愉快、煽情，反而会使结局看起来沉重
517$26289144$滚蛋吧！肿瘤君$GaryKooooooo$2017-02-18 22:41:41$0$真事改编的电影，传递正能量！用乐观微笑，赶走世界阴霾！
518$26289144$滚蛋吧！肿瘤君$斯内普教授$2020-03-09 18:46:22$1$最后看哭了，白百何什么时候复出啊，小妞电影还是白百何演的好啊，他退了小妞电影直接没市场了
519$26289144$滚蛋吧！肿瘤君$souvent$2015-08-16 14:23:21$0$白百合的表演居然有进步！真是活久见啊。
520$26289144$滚蛋吧！肿瘤君$爱尔兰的天空$2015-08-02 23:13:50$0$看的点映（试映会）导演的拍摄手法很大胆，影片很容易让人动容，劝各位要看的先准备好纸巾。
521$26289144$滚蛋吧！肿瘤君$陆既明🐶🐶$2017-04-10 17:52:04$1$很感动，看完了以后我总是默念熊顿，谢谢自己所拥有，并且懂得知足是福，也明白什么都没有家人朋友重要，有时间就多回家陪陪爸妈，看这部电影的时候很温情，我和我妈都哭了，但是互相擦着眼泪，希望熊顿在天上能开心
522$26289144$滚蛋吧！肿瘤君$meddy$2015-10-20 01:42:01$1$这种拿去奥斯卡 我觉得比较有意义
523$26289144$滚蛋吧！肿瘤君$席德$2015-10-17 19:53:37$1$电影的节奏完全不行，没有细节，强行煽情，角色平面化，白瞎了吴彦祖。只有突然切成韩剧那段挺好笑的，算是全片最大亮点。
524$26289144$滚蛋吧！肿瘤君$Yousnwu$2020-10-11 03:04:53$1$最后那段独白真的太棒了 白姐牛逼
525$26289144$滚蛋吧！肿瘤君$弋江超人$2015-08-13 23:19:53$2$好好讲了个故事的干净电影，而且有共鸣
526$26289144$滚蛋吧！肿瘤君$喵生是谁$2020-03-28 11:04:52$2$很温馨感人的电影！看完会对人生有些思索，其实有时候只有到了末日你才知道有好多事情想做没做、好多事情也没你想得那么难实现，在自己还是健康的时候，开开心心地过日子吧！白百合的片子质量都很不错啊！
527$26289144$滚蛋吧！肿瘤君$更深的白色$2015-10-13 22:21:28$0$亲情细节挺打动人，其余跑偏。正如熊顿所说，故作轻松，指点人生是接近了死神的人的特权，整部电影都沉浸在这个主题里是辜负了熊顿这个人物。即使是类型片也可以有更上档次的方式。白百合演得真不错。
528$26289144$滚蛋吧！肿瘤君$桥山小野姬$2018-01-13 22:24:45$0$记不清了，记得应该是个很催泪的故事但是泪点爆低的我没有哭。
529$26289144$滚蛋吧！肿瘤君$一夜暴富找乐子$2015-10-11 13:46:35$1$三星全都给买薯片，其他真的很无聊
530$26289144$滚蛋吧！肿瘤君$狂抽猛送三千下$2015-11-10 08:39:31$0$昨晚穿短裤跑到楼下去买烟，早晨起来做梦闻到熏肉的味道，忍着酸痛爬起来给自己量了量体温，41度，嗯，六分熟，掀开被子滚进被窝，再捂几个小时就可以出锅了。
531$26289144$滚蛋吧！肿瘤君$福尔$2020-12-03 14:06:11$2$重刷，白百何真是演出了熊顿闹腾又精贱低趣味的小表情，演得真好，片子里并没有突出熊顿治疗时的疼痛，她五花八门的小点子让人欢乐也让人流泪，死不过是一个结果，要欢乐地走过去阿。
532$26289144$滚蛋吧！肿瘤君$塔咔米$2020-08-26 23:46:48$2$白百何真的演技好，看哭了。
533$26289144$滚蛋吧！肿瘤君$筱晗$2015-08-23 19:39:19$1$终于看了，没有想象中感动。白白何的演技不错，彦祖老了。。
534$26289144$滚蛋吧！肿瘤君$扎扎扎$2018-06-27 08:31:40$1$第一次知道熊顿以及她的事是在一节作文课时语文老师讲给我们的，我一直不以其然，觉得死亡并不可怕，自然体会不到熊顿的乐观坚强。可是越长大越惜命，其实死亡和活着的几率是一样的，都是二分之一。
535$26289144$滚蛋吧！肿瘤君$灼灼裴质$2017-05-27 23:27:23$0$我居然是买票看的
536$26289144$滚蛋吧！肿瘤君$伯克希尔$2015-08-20 20:42:34$0$挺好的，让生命在有限的时间燥起来
537$26289144$滚蛋吧！肿瘤君$Echo·1900$2015-10-12 23:14:47$0$不太喜欢略刻意的结尾，也觉得很多该表现的东西没表现出来，却被过多的脑洞具现化占去了太多时间，本想减一星，但是考虑到如今国产片的整体表现，于是……
538$26289144$滚蛋吧！肿瘤君$一起吃地瓜$2019-01-20 22:36:06$2$那时特意去看了熊顿的微博，这个结局有点难受，肿瘤没有滚蛋。
539$26289144$滚蛋吧！肿瘤君$独孤树$2016-04-13 13:09:07$1$这满满的杂烩的既视感，为了冲奖而冲奖。
540$26289144$滚蛋吧！肿瘤君$矫情的反面$2022-07-06 23:00:40$0$喜欢白百合，哪怕仅凭本片，何况还有失恋三十三天。喜剧表达悲情题材，这个立意又巧又狠！ps. 为毛标签是爱情片？
541$26289144$滚蛋吧！肿瘤君$珪$2021-01-01 16:54:20$1$良心！！白百何演的很好
542$26289144$滚蛋吧！肿瘤君$索扣天天儿$2017-06-04 22:04:49$1$很励志的一部剧，和朋友一起吃着日料看的，高冷的冬天，温暖的料理屋的桌台上，看的很感动来着，白百何和吴彦祖的组合很有cp感
543$26289144$滚蛋吧！肿瘤君$非欧姆$2020-03-08 23:55:59$2$断断续续在电视上看了两遍，其他的不大记得，只记得白百合最后葬礼自白实在感人
544$26289144$滚蛋吧！肿瘤君$孑然殇逝$2015-09-28 23:43:10$0$选择这样的题材拍成喜剧，可能是为了传递满满的正能量吧？抄袭遗愿清单我能接受。可是时而遗愿清单，时而真实事件。弄到最后反而不伦不类了。
545$26289144$滚蛋吧！肿瘤君$Treeing$2015-08-17 16:30:44$1$白百合，我以后不黑你了。
546$26289144$滚蛋吧！肿瘤君$Faceless Man$2015-10-14 22:57:45$2$这医院太假了，十五年前送本科同学进积水潭医院的癌症病房的时候，觉得满楼层都是孩子喊疼的哭声，一点阳光都没有…那真是无法形容的感觉，电影里的医院都赶得上妇产科了…
547$26289144$滚蛋吧！肿瘤君$光年‖影视歌三栖民工$2015-10-15 00:48:13$1$认真工作，爱惜身体，乐观生活。疾病这个话题让人感同身受，所以选材不错。只是现在的商业片是不是必须要有白百何啊我的天呐，表演风格太做作
548$26289144$滚蛋吧！肿瘤君$重玖.$2015-10-23 11:07:52$1$特别不想看也不敢看的片子，省着发烧顺道看了。几乎每隔几分钟就会想起你，相比熊大人有那么多清醒的日子，朋友家人能陪着无论痛苦还是伤感，而你却从事发都没再给过任何一个眼神。离开的想必都是快不舍的，而留下来的，只有留下来的人知道
549$26289144$滚蛋吧！肿瘤君$...$2018-06-01 18:25:24$0$真的是看得一把鼻涕一把眼泪。
550$26289144$滚蛋吧！肿瘤君$言玖$2015-08-16 22:23:10$1$两年前我们在点名时间为第一本书做众筹的时候，熊顿也在那里为滚蛋吧肿瘤君众筹。看完电影感觉好像还曾离这个主人公有点儿近，可为什么当时没有支持哪怕只是买一本。被电影虐哭成狗，结束放映灯亮起来的时候眼泪都还来不及擦完。
551$26289144$滚蛋吧！肿瘤君$海娃兒$2015-10-11 23:46:20$2$咱们能好好选参赛影片么？
552$26289144$滚蛋吧！肿瘤君$井颯$2015-08-15 10:54:45$1$虽然是从头哭到尾 但还是觉得 硬要梁医生喜欢上熊顿真是又没新意又狗血啊 其他桥段也是
553$26289144$滚蛋吧！肿瘤君$Hushnore$2015-08-15 01:32:01$1$点子最好，爱情次之，鸡汤流俗。
554$26289144$滚蛋吧！肿瘤君$南觉2014$2020-01-05 00:41:18$1$挺不错的 白百合演技其实很好 但因为太日常了 才会让人误以为不高级
555$26289144$滚蛋吧！肿瘤君$火火$2015-09-04 14:07:48$0$还不错了，电影要比漫画需要有条线贯穿始终。诚意感受到了，剩下就是领悟其中深意活出自己了。
556$26289144$滚蛋吧！肿瘤君$Ariel$2020-05-10 17:19:36$2$熊顿让人难过，白姐演技真真好
557$26289144$滚蛋吧！肿瘤君$小肚子✨$2016-02-13 23:15:29$2$感受到片子传递出的积极的态度，一个女孩一路倒霉但仍旧坚强，还替朋友出头到公司大闹，在我看来挺奇怪的。片子告诉我们生命其实很短暂，但并没有给我们一个要好好活着的理由。我喜欢看电影里那些告别的场面，也一直在想自己与这个世界告别时会是怎样。最后的告白不错。
558$26289144$滚蛋吧！肿瘤君$曼特宁$2015-12-15 23:18:40$0$二才勇敢
559$26289144$滚蛋吧！肿瘤君$Hunter$2020-02-23 20:20:55$1$白百何演技很OK
560$26289144$滚蛋吧！肿瘤君$布拉德痞特儿$2015-10-11 19:55:09$0$他们五个的头还真是够小够圆，欧哈哈哈哈，真的是五个卤蛋！！！ps.听说有人喜欢吐槽白百何？
561$26289144$滚蛋吧！肿瘤君$菠萝$2015-08-24 01:24:24$0$愿生活不如此严酷，愿生活如此美好。金牛万达11号厅。
562$26289144$滚蛋吧！肿瘤君$柿柿如意$2015-08-15 22:59:36$1$我最爱的曹公公果然没让我失望 超市买零食那段 全程没哭的我也忍不住鼻子酸了
563$26289144$滚蛋吧！肿瘤君$这真的是一个ID$2019-11-16 09:28:35$2$抱着很大的期待去看的，然后前面差点关视频。女主前面半截那真的不叫天真乐观，就叫没素质。去看了熊顿的微博，我觉得她生前应该没有这么作吧。
564$26289144$滚蛋吧！肿瘤君$katherine$2016-03-24 16:54:27$2$意外的不错，说实话一直不太喜欢白百合，但她挑戏的眼光没得说。看哭了好几次，生命无常，不论是为自己还是为家人，要好好保重自己啊！再也不敢熬夜咯。
565$26289144$滚蛋吧！肿瘤君$拜金沃斯学者$2016-12-24 07:25:45$0$相比原作，电影拍得挺一般的，也没法理解经历鬼门关仍然恋爱大过天的想法。不要让渣男占用生命的内存啊。
566$26289144$滚蛋吧！肿瘤君$buddy$2020-10-04 15:21:27$2$当初俺是因为Closer看的
567$26289144$滚蛋吧！肿瘤君$豆友38137057$2015-08-22 21:55:36$0$三星半。
568$26289144$滚蛋吧！肿瘤君$该昵称已被占用$2020-03-25 21:09:19$2$白百合真的不愧是电影咖，相当可以啊
569$26289144$滚蛋吧！肿瘤君$半袖$2017-01-03 23:37:05$0$只想知道熊顿本身故事中有没有和男医生的感情、大闹闺蜜公司这些情节，是更有趣味性，但也把故事搅的乱乱的。借用友邻的评论：“对比一下《新不了情》，什么样才叫面对病魔的乐观啊，什么才叫催泪感人啊。”2016
570$26289144$滚蛋吧！肿瘤君$克隆小丸子$2015-08-24 23:21:33$2$虽然剧情就一般，但哭成傻逼了。哈哈。😄👋
571$26289144$滚蛋吧！肿瘤君$小波尔卡$2015-09-21 14:12:41$1$因为熊顿的原因看了这个电影，还是蛮感人的，有笑有泪，白百合演得不错，小妞电影确实适合她。愿熊顿在天国好好的……
572$26289144$滚蛋吧！肿瘤君$猫苦艾。$2016-01-01 15:26:15$0$如果不是最后知道这是真人真事改编，我会为除了葬礼独白外的部分打两星，在各种地方试图接地气但又不够现实，甚至我都没弄明白它发生的背景，大都市的白领阶层？梦想总要有万一实现了呢，这话说的不错。
573$26289144$滚蛋吧！肿瘤君$倒长的树$2019-10-08 12:59:51$0$到底漏标了多少？数据没备份吗
574$26289144$滚蛋吧！肿瘤君$大隐隐于市$2015-08-24 05:03:45$1$大半夜的无聊去的电影院，白百何近几年这种小成本高收益的电影不断啊！这次演了个正能量女花痴！有笑点，有泪点吧！电影就告诉我们一点，无论生活怎样都需要乐观，即使被病魔缠绕！
575$26289144$滚蛋吧！肿瘤君$糖仙贝$2015-08-16 22:38:12$0$今天你不要跟我讲情怀，不要跟我讲娱乐，也不要跟我讲拍摄手法，我们讲，作为一个年轻人要怎样爱护自己，活下去，不要让死在父母前面，不做个大写的圣人，做个小写的好人。
576$26289144$滚蛋吧！肿瘤君$红烧大排$2016-01-26 20:37:11$2$白百合真好看~
577$26289144$滚蛋吧！肿瘤君$浪花頑張郎$2015-08-14 17:52:09$2$三星半 白百何挺棒的
578$26289144$滚蛋吧！肿瘤君$晒雪$2020-10-04 22:41:01$2$多年前看过 很励志 白百何姐姐演的很好
579$26289144$滚蛋吧！肿瘤君$鲸落51.7$2021-05-07 23:38:36$0$白百合演技其实真的可以。挺催泪的。就是太商业。
580$26289144$滚蛋吧！肿瘤君$CL$2015-09-09 03:31:21$1$人生不如意十之八九，能与人言者不过二三，其他的，都滚蛋吧！
581$26289144$滚蛋吧！肿瘤君$Supreme小宇宇$2015-08-08 22:29:13$2$稍微有些失望，毕竟这是一个非常好的故事和题材，显然导演和编剧都没能很好的将这个故事影像化，叙事和剪辑都有不少的问题，然而吴彦祖还是那么帅，白百合演癌症患者也已熟能生巧，还有那么一大锅心灵鸡汤，那么还是推荐一下吧。
582$26289144$滚蛋吧！肿瘤君$醉梦·聊生$2017-07-28 21:20:00$0$胡思乱想让影片在诸如僵尸片、韩剧的潮流中穿梭，看似恶搞，附加于熊顿这样一个乐天派随意任性的漫画特质的女孩身上，并摊上绝症，就会让嬉闹的味道变得柔和，生命逐日消散，也要在亲人朋友或假想男友面前，尽最大努力活出一份灿烂。
583$26289144$滚蛋吧！肿瘤君$易$2015-09-23 15:41:01$0$我特别怕这种惨兮兮的片子，太有代入感。
584$26289144$滚蛋吧！肿瘤君$禾口角刀牛$2015-11-29 23:13:45$0$还挺感人的，就是中间那一点闺蜜撕逼戏太没必要了吧，医生爱情也很假唉，肿瘤医生要是就这么就要爱病人的话，那会不会太惨，每年死一个女朋友的节奏啊。
585$26289144$滚蛋吧！肿瘤君$wise$2015-10-12 18:44:24$0$分两次看，哭了两次，心情影响评分
586$26289144$滚蛋吧！肿瘤君$大树$2015-10-18 23:57:17$0$感谢，在今天，看了这部电影
587$26289144$滚蛋吧！肿瘤君$蕾蕾$2017-05-05 10:29:42$0$剧情还可以但真心不想在看白百合演什么绝症女了，里面还有张子萱，是出轨组合吗？还有人民的名义的检察长，呵呵。吴彦祖好帅！
588$26289144$滚蛋吧！肿瘤君$行走在孤独星球$2015-08-15 12:19:53$0$"没有过多的煽情，更多的是欢笑和美好。也许，这就是熊顿想要留给大家的，生命本身就有各种苦难，那还是笑着过吧。
"
589$26289144$滚蛋吧！肿瘤君$陈囿$2016-07-06 12:41:34$0$细节感人
590$26289144$滚蛋吧！肿瘤君$花开有声$2015-10-14 20:07:26$0$影片的剪辑太赞了，白百何挺适合这个角色的，身边的小伙伴们几乎没有特点，没意思
591$26289144$滚蛋吧！肿瘤君$燕子$2017-01-22 09:43:26$1$还不错
592$26289144$滚蛋吧！肿瘤君$静·生活每天都充满阳光$2015-11-16 10:43:42$0$怎么讲呢，年轻人普遍演技浮夸，但是两位老戏骨，虽然戏份不多，却绝对是全片精华。就电影而言，这片子虽然让我哭了，却也实在是烂！但就现实的熊顿的正能量而言，她简直赞爆了！综合以上，给三星。
593$26289144$滚蛋吧！肿瘤君$如$2018-11-14 21:23:45$1$这么比较起来到动物世界导演还是进步了；看到脑洞场景就尴尬到变形；太简单了
594$26289144$滚蛋吧！肿瘤君$杜扬Seatory$2015-10-28 23:19:41$0$草莓橡皮，速写本。最后一段演得真实。
595$26289144$滚蛋吧！肿瘤君$林斜阳$2015-08-16 00:10:56$3$其实没有抱太大的期望，但真的全程看得很投入。这部电影get到了熊顿眼中的世界，呈现在你面前的不是一个悲伤煽情的故事，而是充满温情和力量。白百何很适合这个角色，片中的许多选角都很赞。吴彦祖很帅很帅，很苏很苏，演得也非常好。这是个让人笑也让人哭的电影，但绝不沉重。
596$26289144$滚蛋吧！肿瘤君$momo$2020-03-11 22:03:20$1$四星完全给白姐啊 白姐演技绝了
597$26289144$滚蛋吧！肿瘤君$S-i-i$2019-12-31 03:18:33$2$好喜欢白百何
598$26289144$滚蛋吧！肿瘤君$耶米电影$2023-02-02 21:30:52$0$真实事件改编，还有吴彦祖的友情出演，就能赚取很多泪
599$26289144$滚蛋吧！肿瘤君$一切顺利！$2015-08-18 19:11:23$1$略难评分。在此之前我真不认识熊顿呢。有些情节很夸张，可能是为了商业化？另后半段的顺序真有点乱七八糟……反正看下来就是有点乱……说教的地方太说教，别的地方又和现实略微脱线，泪点笑点混在一起……爱情？那部分也有点跳太快……反正祝福奋斗的大家！对了爱老郑！
