$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26654146$解忧杂货店$风扇$2017-12-29 22:30:04$553$"为什么豆瓣才5点几分，很好看啊
109$26654146$解忧杂货店$佐佐木小气娘$2017-12-29 16:54:28$144$我妈说在家帮我们看孩子 强迫我俩出门约会 不敢走太远 就在横店随便找个电影看看 选了解忧杂货店 不后悔 带给我如同当年看书一般的感动 电影拍的不错 不要因为里面的流量小生就埋没一个中规中矩的片子 因为对原著的爱 多gei一颗星
110$26654146$解忧杂货店$Qooooo$2020-08-14 17:00:09$49$谁能想到这烂片竟然集结了郝蕾和秦昊
111$26654146$解忧杂货店$甦醒 Nostalgia$2018-01-27 21:33:58$14$真他妈恶心，韩杰好歹也是和贾樟柯混过的怎么拍这么恶心的玩意。情怀拍的恶心不说还弄一傻叉摇滚青年，都是我最烦的点！求求导演们别再逮着80后、90后的情怀恶搞了，不是兑点时代记忆性的元素就是情怀，你们真的是用心在创作？抛开这些，这垃圾片也是节奏混乱叙事无趣无耻的方式，期待国片伤心多呀
112$26654146$解忧杂货店$第七大陸$2017-12-31 23:39:53$13$為什麼10個編劇依舊編不好故事？天機不可洩露。成龍用心良苦，那老照片上一閃而過的是不是房祖名？
113$26654146$解忧杂货店$淋$2017-12-29 23:06:14$73$由内而外，都是一股子腐臭味！台前幕后的人啊，你们不觉得害臊吗？
114$26654146$解忧杂货店$搁浅还划水$2017-12-20 23:20:01$364$看完点映来评价，故事完整剧情流畅逻辑清晰，难得的是画面和配乐也都很棒，很难得的能讲好故事的电影了，演员演的都在线，王俊凯最后爆发戏很棒 推荐
115$26654146$解忧杂货店$路人彦小二$2018-10-15 09:16:22$11$劳烦成龙大哥息影吧，别在这些烂片里自砸招牌了。请来流量巨星王俊凯和金鹰视后热巴也是为了冲击票房，奈何票房惨败。选取的故事相较于日式温情都中国化现实。什么“小城”、“汪汪”也是搞笑，原著的一些温情都没了。日版没有浩博的故事，其实看原著时被这个故事有震撼到，可是国版真的只是把故事拍完整了，情感呢内容呢？可怜了董子健，有时候小波念台词的时候，镜头都打在他脸上。把温情感动抽离出来，拍了一部中国90年代纪实，偶尔来点“金句”总结。韩寒这次真让人失望。
116$26654146$解忧杂货店$喵喵喵$2018-10-15 22:18:06$46$很喜欢原著，当时看书的时候被感动哭了，原来听说国内要翻拍的时候还是有点担心的，看了之后让我挺惊喜的吧……还是很温情的一部电影。
117$26654146$解忧杂货店$死鬼$2018-02-25 22:58:17$49$董子健不愧是提名过金马奖的
118$26654146$解忧杂货店$whywhy$2018-10-15 18:29:16$60$这影片这么低分挺让我意外的，可能黑子真的太多了。我感觉还不错，尤其国外小说改编的，改成这样算不错了，有些锅，其实是外国文化和本国文化不相容的地方，不应该由影片来背，影片本身还是不错的。
119$26654146$解忧杂货店$潇湘烟雨$2018-02-25 12:22:19$37$还不如日版了，虽然那版也不怎么样，我还是认为这本书并不适合拍成电影
120$26654146$解忧杂货店$可爱的戳戳$2018-10-15 23:27:21$45$不要误伤好吗……水后的事情不关我们男主的事555
121$26654146$解忧杂货店$齐七$2018-02-02 11:06:55$39$100多分钟的电影，领衔主演的几个人出现的时间有半个小时吗╮(╯▽╰)╭片方用流量吸引关注，真的是有点太过了
122$26654146$解忧杂货店$顾.$2018-10-15 20:54:45$60$什么玩意？迪丽热巴拿奖是因为这部电影吗？？？恶意刷低分的脑子是有坑吗
123$26654146$解忧杂货店$黄油小熊$2017-12-29 08:28:56$57$无聊 超级无聊 超超级无聊 超超超级无聊 最后书粉说改编超级成功还原度超级高 内心问一句是真书粉吗？？？
124$26654146$解忧杂货店$璐璐$2018-01-25 20:50:18$5$傻逼片应该被扼杀在摇篮里，不要出世。
125$26654146$解忧杂货店$请尊敬王道长$2017-12-22 09:43:00$73$特别好的公益宣传片，感谢大家关心我们公益话题。。。（此处应有狗头）
126$26654146$解忧杂货店$玉木大河$2017-12-29 19:32:09$41$每个人造型都丑！！！还我小董！！！还我李鸿其！！！故事仍旧很割裂，本来原著就不是很喜欢，现在看这个改编，更觉得不好了。年底看个国产电影真让人揪心。
127$26654146$解忧杂货店$我是一只小陀螺$2017-12-31 13:39:02$28$"一个人跨年的电影。
不明白为什么点进来发现豆瓣的评分很低，起码我看的全程是很感动的，没有跳戏。看过原著，对于兜兜转转妙不可言的缘分一直都很喜欢，今年格外的感受到了缘分的存在和奇妙，希望我的2018能够妙不可言！"
128$26654146$解忧杂货店$连城易脆$2018-01-30 11:09:06$11$挺文艺的题材，但是拍得极为烂俗，当然，光看几个主演名单就能嗅到烂片气质。我自然是因为东野圭吾和韩寒这两个名字才看的啦。当然，很明显，我很失望。曾经我也热衷于写信，好多年不写了，曾经的书信不知道还能不能找到。
129$26654146$解忧杂货店$懂棒棒宇宙$2017-12-30 01:21:34$31$因为差评听太多了，结果比我想象中还好点。很平庸的一个片，不好不烂。除了逻辑有很多不通的地方，因为情节过太快了，让很多感情爆发也显得很傻b，情节你还没想通，煽情戏就来了，就过了，比如秦昊突然哭的时候我就很想笑。最后，nei歌还行
130$26654146$解忧杂货店$禾十八$2020-08-14 16:26:52$38$希望不要老是让粉丝失望 既然选了演员这条路 就要沉下心来好好学习 学习如何当一个演员 用演技来回馈粉丝哦
131$26654146$解忧杂货店$影毒肥佬$2018-01-24 15:58:40$11$5.5/10 只我一個人看已整場算證明他的問題....
132$26654146$解忧杂货店$秋瞑$2018-01-25 18:34:55$38$东野圭吾的这本我认为只有日本本国才能拍出真情实感出来，毕竟作者代表的是日本文化。中国拍的这版，我觉得真情实意少了，渲染滑稽多了。其次我觉得女主角的脸在这部电影里并不出彩，我还是比较同意少数民族的脸永远不会成为一线脸，虽然短暂的时刻会让人有新鲜感但是它的民族认同感就在那里仅仅有限。
133$26654146$解忧杂货店$颜彦$2018-10-15 22:17:41$48$很棒，zjz，和三字都还不错，剧情紧凑
134$26654146$解忧杂货店$穿过肉身的痛$2018-06-05 22:13:48$7$解忧杂货店不如说是因果杂货店，种什么因得什么果！善良的人总会让人觉得会走好运。至少结局还是美好的。
135$26654146$解忧杂货店$一蓑烟雨任平生$2018-06-05 14:19:54$6$挺好看的，本来书就好看。可能跟我想的有点不太一样，三星鼓励一下。
136$26654146$解忧杂货店$已注销$2017-12-29 20:17:44$120$这部剧被黑的太厉害 也不知道为什么那么低分 怎么都得有6分以上才是
137$26654146$解忧杂货店$突然粉碎$2017-12-21 20:44:36$42$既然命运掌握在自己手里，我宁愿从来没有看过这部电影…有韩寒这样的艺术指导片子还能好到哪儿去？？股神晴美那条线简直假到离谱，重生泥煤啊！董子健和561的表演是全片唯二能入眼的
138$26654146$解忧杂货店$gin$2017-12-26 10:28:30$321$治愈系，看到成龙客串的爷爷，百感交集
139$26654146$解忧杂货店$陈皮糖不甜$2018-10-15 21:40:58$47$看过书，所以在影院看的时候感觉基本还原原著了，没想到这本书还可以拍出来，王俊凯还是挺惊喜的，不出戏，演的挺好的
140$26654146$解忧杂货店$春风不解意$2018-02-12 23:19:49$45$我求求导演，我们那么多自己的ip不去翻拍，为什么要翻拍外国的，文化审美都不一样，如果改编不大，违和感尴尬感爆炸，改编大了，除了名字跟人家有什么关系？本来想打两分，加一分给董子健，强烈希望小董不要浪费自己的好演技了。
141$26654146$解忧杂货店$子皿与舟$2017-12-31 17:46:02$9$想起上课的时候一位老师说的：联合编剧以及太多人的意见容易形成妥协的产物，形成不伦不类和中庸乏味的畸胎。倒是犯不着声讨流量，就现在电影院里看到的这个品相，是谁的锅大概明眼的观众一看就懂吧。可惜的是，中国绝绝绝大多数的观众看完电影之后并不上社交网络打分，不然结果一定会让这个市场更清醒
142$26654146$解忧杂货店$周哼哼$2018-01-01 18:24:39$11$求求！别拍再拍日本小说了！而且迪丽热巴的造型是什么？赵本山吗？？？
143$26654146$解忧杂货店$榴莲酥$2020-08-14 17:19:19$70$看过最烂的片 就这演技 也好意思
144$26654146$解忧杂货店$momotea_Summer$2017-12-25 01:13:56$92$完全没有合理逻辑的设定，最后还要强行灌鸡汤，没有人告诉我这是一部成龙的电影啊！韩寒担任艺术指导，一股子他一贯的粗砺的沧桑的画风，倒是衬得陈都灵很惊艳了。演员的演技除了王俊凯有点生，其他都还行，毁就毁在故事了，这一定是我不想看的东野圭吾。
145$26654146$解忧杂货店$霜天盈月$2018-01-11 13:46:25$45$说实话，没怎么看懂！觉得剧情有点乱，有些地方的衔接不太合理，演技嘛，也很失望，特别是迪丽热巴的演技真的是不敢恭维！
146$26654146$解忧杂货店$吃菜不吃呱$2017-12-24 17:42:35$151$不愧是没看下去小说的电影。刚开始王俊凯面无表情毫无动作地地说“让你拆让你拆让你拆”，以为他要放嘴炮，一点都看不出来手上还有戏，演技“稳”。前40分钟只有小董一如既往地真·稳
147$26654146$解忧杂货店$黑天使$2017-12-29 08:05:45$39$我始终不能相信夏普把代言人从刘若英那种熬了几十年熬出来的深度女神换成了xxxx
148$26654146$解忧杂货店$啊咿呀咿哦哦$2017-12-29 01:07:43$31$温暖人心，三个独立却又有着丝丝缕缕联系的小故事，都围绕彩虹之家展开，放弃一定不难，但坚持一定很酷，寒冷冬天，温暖人心
149$26654146$解忧杂货店$泽利格$2018-07-03 14:33:52$3$本土化真是一个大问题啊，把日本的灵魂直接嫁接到中国来，恐怕真的难以实现，要更动脑子才行，如果这是一道命题作文题的话，日本选手或许完胜于中国选手，各个方面。中文版光是那首歌就，差劲到家。
150$26654146$解忧杂货店$kakakarl$2018-01-25 23:13:45$9$一些还行的演员夹杂着一些不怎么样的明星。故事变成了鸡汤短篇集。
151$26654146$解忧杂货店$阿堇$2018-01-14 15:50:28$9$并不是我预料中那种烂到我中途离场或是看一半睡着的片子。导演/编剧做的本土化处理勉强合格，难谈精妙，原文中为数不多的情怀也因此消失殆尽。镜头一次次给到王俊凯，镜头拉近，他的木讷呆板被放大。平庸的烂片。
152$26654146$解忧杂货店$鬼 鬼 ™$2017-12-29 23:56:43$18$改的…无话可说…没看过小说的可能觉得还行，看过小说一致觉得书好看，加入的中国特色是什么鬼？？有点不伦不类的。
153$26654146$解忧杂货店$Panda的影音$2018-03-16 23:12:28$13$虽然知道自己会不喜欢，但还是想着和日本版一起看，然后就拖着拖着拖到今天：虽然日本版也没让我喜欢上，但是就开头对比，中国版就相形见绌地露出差片本质。
154$26654146$解忧杂货店$李不贱$2017-12-30 21:37:50$7$没那么差啊。可以看。蠢是蠢的，人物描写单薄得像纸，全靠时代和情节硬撑。这点真应该学学《暴雪将至》。现在看是不是浪漫主义就看画面饱和度。像滤镜拉到头的，感觉都是85后天天看国外片的导演。
155$26654146$解忧杂货店$夏天夏天$2017-12-29 22:24:01$45$我是东野圭吾的半个书粉，因为他的书我没有看全，不敢说是书粉。刚好解忧是我看过的。看了中国版的电影，完全没有“水土不服”，删掉了日本特殊背景的故事，对保留的故事进行了改编。原先担心的衔接问题被导演巧妙的联系起来。演员演技在线，场景道具很有年代感。是一个温暖的电影。可以放心观看。
156$26654146$解忧杂货店$默语生$2017-12-31 22:55:14$13$对于本来就有缺点的原著做了大刀阔斧的减法，保留最浅层情感和最鸡汤故事，可以想见观众观感不会太差，和二代那片都属于不细想看不出烂的媚俗平庸。但我也理解原著原教旨主义者的愤怒，如果说原著渗透了对当下悲凉的映射，电影就只有回看九三年部分还有价值。在当下依然选择灌岁月静好鸡汤，可算帮凶。
