$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$35131346$隐入尘烟$马掰掰$2022-07-09 15:04:12$22216$曹贵英常有，而马有铁不常有。
68$35131346$隐入尘烟$🇨🇳 🐟 🐱 🔞$2022-09-02 15:12:50$592$这个电影不符合实际呀，这不瞎拍吗？2020我们国家全面脱贫，2022年全面小康，年收入统计一年家庭30多万，专家还建议农村人去城市里买房买车，开车下乡种地，平日里住城市里，去商场消费，你这拍的不符合实际，不利于社会稳定，外交部发言我们生活在幸福的国家，每天都很幸福，你这拍的不符合社会需求呀！
69$35131346$隐入尘烟$韞水$2022-09-13 13:19:34$229$导演对苦难和贫穷的表达已经相当克制，不仅克制，甚至浪漫化了。如果这么轻的表达还有人接受不了，觉得影片是在贩卖苦难，那真的要好好反思了。
70$35131346$隐入尘烟$豆友5tEAJdzv5U$2022-08-31 11:25:14$577$早知道嫁你这么幸福，拍结婚照的时候我就笑笑了 
71$35131346$隐入尘烟$Cici路口$2022-07-11 21:11:36$685$谢谢你们还愿意拍这样的电影，主演真好，海清真棒。
72$35131346$隐入尘烟$P107$2022-09-02 23:36:03$249$这片子居然豆瓣8.5分，我又觉得中国电影没希望了。。。从头到尾的刻意与尴尬。
73$35131346$隐入尘烟$乔Sir$2022-08-30 02:06:44$181$也许是因为题材涉及爱情或殉情，也许是排片因素，这部小众电影无意中戳中了一部分大众观影群体，他们奔走相告，说此片必看、催泪无比。中国的文艺电影本该多鼓励，但是看到豆瓣的分数从最初的7.1涨到8.5，决定说几句。个人看完的感受，6.5-7分之间不会再高。原因有四。一，海清演得不好。二，人物塑造平平；两个“淳朴”的老好人，没了；台词非常一般。三，没有时代感、地域感。可以发生在任何穷苦农村，不一定得是甘肃，尤其是今天的甘肃。四，殉情突兀了。看到不少朋友赋予这个情节以高大上的含义，但电影之好坏在于如何表现，而不是表现什么。显然影片没有成功推到殉情的地步，因此十分突兀。对比《Hello树先生》，同样是农村小人物的人生和爱情，后者的剧本、人物塑造、台词、表演，高出不止一个层次。最终评分：6.7。
74$35131346$隐入尘烟$入夜$2022-09-04 17:52:43$541$"说句难听的
大部分娱乐圈演的不如驴"
75$35131346$隐入尘烟$子戈$2022-07-10 22:28:32$262$"导演想要的有点多。这部电影可以拆分成三个脉络，一是两个底层人的爱情故事；二是人与土地的密切关系；三是新兴资本家榨干农民最后一滴血。
无论哪个角度，都可以深入并一以贯之，那样会更纯粹。但现在三条线交织的结果，是彼此有一点互斥。简单说，三条线的情感底色分别是温暖、悲凉和残酷。如果一味温暖，会很假；如果接受悲凉，展现生活的韧性，则残酷不再奏效；如果展现残酷，则温暖又会成为障碍。该怎么调和这之间的冲突，把它们拧成一股劲儿，并不容易。
其实三条线都分别可以拍成《绿洲》《活着》《历史的终结》了，放在一起，充分体现了导演的野心，某种程度上，也完成得相当可以了。
所以给了四星，为大银幕上还能看到这样的电影。"
76$35131346$隐入尘烟$就我是包子呗$2022-09-03 23:31:52$492$暴雨中的两个人相互扶持，却谁也没站起来。
77$35131346$隐入尘烟$豆瓣路人己$2022-02-14 00:00:38$353$从《老驴头》《白鹤》《水草》看过来，《隐入尘烟》是李睿珺目前最成熟的一部，这种成熟不止是制作水准，还有文本本身。即便那部《路过未来》，他电影里要记录的东西还是那些，电影元素也没变。但比较担心，他才能有点有限。海清也没用好，或者这个角色要不要明星都另说。
78$35131346$隐入尘烟$Candidate$2022-08-01 16:03:52$536$还有人肯拍农民，拍底层，说明这个社会还没有完全败坏。
79$35131346$隐入尘烟$君宁$2022-07-24 00:14:00$265$我印象中的农村完全不是这样的，整部电影最让我觉得真实的地方就是贵英体弱不能把麦子扔上车，有铁为此骂她。 以及，导演给有铁这个角色塞了好多他不会说的台词。
80$35131346$隐入尘烟$海拉鲁momo$2022-07-19 21:29:09$531$"有铁为贵英留下了一座土坟。
有铁放走了一头勤劳的驴子。
有铁给他们留下了小猪，小鸡，还有一万五，嗯，还有张永福身体里的血。
有铁自己什么也没有。
"
81$35131346$隐入尘烟$萝卜脆夹心仙贝$2022-08-16 21:05:49$200$农民观赏会，艺术赎罪券，这片能上8.4只能说明文青小崽子过的还是太好了，以及海清演成这样还有人好意思吹？
82$35131346$隐入尘烟$同志亦凡人中文站$2022-08-10 08:19:08$205$素面朝天胼手胝足便是一生，一部二十一世纪初的《活着》。结尾把我气笑了，骗谁呢？有时候想死都难，另一种意义上的“活着”。
83$35131346$隐入尘烟$起子$2022-08-29 12:30:42$254$真心建议这位男导演不要在各种公众场合输出自己小脑瓜思考结果了：说票房破千万三位女制片就裸奔呼吁大家快去影院；说让大家去影院吹着空调学农村人种地；现在分析出了宝贵结论女性在农村有性别优势
84$35131346$隐入尘烟$顿河$2022-07-06 16:52:00$366$不愧是80后导演第一个三大主竞赛片。全方位的沉稳，画面音乐都好，海清的表演和导演姨夫的表演融合的很好。最动人的雨中护砖一幕，让人想起【比海更深】一家人在雨水中找彩票。他们渴求的是奇迹，我们守卫的不过是日常。愿春播一籽，都能秋收一麦，一草一木都被善待，一砖一瓦，都不被摧毁。
85$35131346$隐入尘烟$莫熊熊$2022-08-31 09:02:14$420$为了过审，马有铁最后搬进了城里侄子家
86$35131346$隐入尘烟$长袜子皮皮$2022-08-29 17:30:29$411$只要还有人愿意拍这样的电影，能看到黄土地上老百姓的真实生活，中国电影就有希望。
87$35131346$隐入尘烟$VC$2022-08-28 20:48:29$329$"《专家建议农民在县城买房住，并开车去农村种地》
在看完这部电影的时候，我刷到了这个新闻"
88$35131346$隐入尘烟$TWY$2022-07-09 17:14:50$229$只是拍了一部电影，一个农村的概念，一个农村女性的概念，一个房子的概念——造完便可轻松推倒。
89$35131346$隐入尘烟$Huiboy$2022-09-07 09:26:59$329$"三哥常欺负我，就像绑在身上的癞蛤蟆，
村民该感谢我，为讨债去献血二话不说，
帮我的相信我，一码归一码是我的承诺，
婆姨最心疼我，麦花尤在怎奈阴阳两隔。
土地不嫌弃我，给了我春种秋实的收获，
麦子就像是我，对镰刀对磨能说些什么，
燕子会记得我，虽然贫苦还帮它守着窝，
宝驴最懂得我，当一切隐入尘烟时，不忘回来看我。"
90$35131346$隐入尘烟$邓安庆$2022-07-08 17:52:05$281$真好看，甚至说是惊喜，非常有质感。我第一次在影院看到如此详实展现农民生活的影片，细节很到位，油画质感的镜头画面也赏心悦目。在极富真实感的基础上，人物是可信的，两个被嫌弃的边缘人，一点点地构筑自己的家，导演细致入微地呈现出他们情感的涌动。片子摈弃了戏剧性，散文一般平实动人，看完后发怔许久。
91$35131346$隐入尘烟$姜锦荣$2022-08-31 22:19:49$220$上层失德，中层失态，下层失语，人间失格。这么个现实主义的电影，纵然改革开放四十多年了，还是如此让人愤怒、不满与悲怆。
92$35131346$隐入尘烟$YANG.$2022-07-14 07:40:26$365$"觉得有必要回应一下“这么好的片子没有场次”的根本原因：因为画面不光鲜，类似于最近被严重诟病的莫言。“我们这么辉煌，只盯着不好的地方看？”这有悖现行宏大叙事的鸡血，从上而下至……
并不是文艺片收益低，不爱排片……而是我们的文化导向不允许，我们回避“以人为本”的人心，才能更好的接受宏大叙事的洗礼。
可以去翻看下，最近有多少“战狼电影”在——重映。宁可重映，都不愿挤出排期。
本应扶持“人心电影”而今却在层层打压。而“人”和“心”才是社会人文发展的一切根本，为今天我们的——人心无视而感到可悲，可唾，可泣。"
93$35131346$隐入尘烟$HarperDie$2022-02-13 18:40:42$364$被嫌弃、被抛弃的两个痴心个体，就这么闯入了彼此的荒凉境地。环境的苦难抵不过真心的炽热。可火焰却又如何能消融世俗的寒凉？李睿珺让这片贫瘠的土地，迸发出最痛彻心扉的秧苗。每每想到那个结局，如泣，如诉。
94$35131346$隐入尘烟$Kitsch$2022-09-12 15:31:32$266$不要只拍大国崛起的电影，也要把目光放在普通人身上，这是沉默的大多数。把被忽视的群体拍出来，这哪里是乳化，哪里是讨好外国？不拍出来就不存在了吗？关注底层只会赢得外国人的尊重。以前去农村做调查，这样的人太多了，难道对他们视而不见吗？
95$35131346$隐入尘烟$最爱童童˃ʍ˂$2022-07-23 18:47:30$268$这世界上最折磨人的孤独，就是曾经拥有过。
96$35131346$隐入尘烟$Captain_C$2022-02-22 21:53:08$304$对于电影美化苦难的批评，我觉得不是描绘底层生活就必须要揭露背后多深刻的黑暗，导演只是意在刻画一对相濡以沫的淳朴农民，是一部介于现实主义和浪漫主义之间的爱情片，台词和摄影匠气颇重，但气质到位，容易让人联想到《莫娣》。可惜的是海清的表演痕迹实在太重了，一张毫无皱纹的脸数次让人出戏。
97$35131346$隐入尘烟$欢乐分裂$2022-07-10 14:21:17$183$"3.5；一首优美的散文诗，一出残酷的人间真实，这才是所谓“现实主义”能被去戏剧化呈现的一种可能，根植于风物植被，诞生于黄土漫漫，接壤的是无穷的远方和人，可书写的明明就是每一个你我；被嫌弃的边缘人也拥有粗粝的温暖和贫瘠的诗意，种子和土地供养我们，见证了农耕时代以来人类如何用双手与风雨搏斗，怎样在茫茫大地上栖身安息，每个躬身都饱含了活下去的微弱信念，四季流转轮回暗合天道恒常，自尘土来，回归尘土中去，一首独属此地的大地之歌。

将创作意图借人物之口传达有点生硬（金句密度过大），提及农村现状则较为巧妙，当工业化机器推倒手工业土墙，某种类似“一码归一码”式的坚持原则和道义轰然倒塌；燕巢、孵鸡、放驴、刻花，一种逝去的、真空的乌托邦。"
98$35131346$隐入尘烟$恰恰$2022-07-28 13:32:19$205$三星半吧。怎么说呢……是一部你看完后不太好意思承认自己不够喜欢的电影。但偏偏我对此类“必须感动”和“不太好意思承认”都天然保持自我警觉：必须感动，到底是不是一种刻奇。老四是一个说西北话的泥土味耶稣，几乎每一句台词都带有圣经质感，谈论着一粒麦子落地不死，以流血来承担世间苦难和救赎（此处的隐喻几乎直白到了让观众不好意思看不出来的地步）；贵英则是患病的玛利亚，以草做驴，以无根无育的残缺女身，成为雏鸡们的母亲，被反尘世的灯光映照出一脸圣洁。两个主角道成肉身的隐喻反复出现，土和水的意象反复出现（最后果然一个归于水，一个归于土，简洁得几乎像至圣在人间的必然退场），燕子窝和贴喜字反复出现……太满了，也把人物刻画得太“完美”了，几乎没有留下任何喘息的空白。但我偏爱复杂胜过完美。偏爱必须困惑胜过必须感动。
99$35131346$隐入尘烟$哎呦。$2022-09-02 10:35:02$180$孤独的人一但感受到爱，那他就再也不能忍受孤独了。
100$35131346$隐入尘烟$如此美丽小沙滩$2022-02-13 21:15:27$227$作为中学生作文还可以删减500字
