$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$30128916$夺冠$段尽欢$2020-09-25 21:33:46$3224$彭昱畅长大之后果真变成了黄渤😂
84$30128916$夺冠$懈鹤$2020-09-25 19:40:01$53$陈可辛，你是中国电影界的质量守恒者!
85$30128916$夺冠$非常亲切的人$2020-09-26 23:09:56$53$第一次看到可以把真实比赛翻拍到这么无聊的。在电影院就觉得这电影好长，怎么还不结束。。不够激烈也不够煽情。失望了。
86$30128916$夺冠$Steven$2020-09-25 21:30:06$64$提前说下这电影可以一看，不要受我影响。给两星是因为这电影导演是陈可辛，主演是巩俐，我不满意。穿插着回忆、纪实、以及实况比赛的电影不好拍，陈导的这次执导差强人意。不多剧透，观影过程中让我多次不自觉地拿《摔跤吧，爸爸》来进行比较，很遗憾，同样是拍摄竞技大赛，后者甩前者几条街，无论从燃点、泪点还是笑点。中国女排忍辱负重，本该一雪前耻的一场大赛，拍的寡淡无味，丝毫调动不起来气氛。可见中国导演在拍此类电影的功力上还是欠缺。其实我是想给不及格的。值得一提的是青年郎平和彭昱畅演的都非常好！这让我很惊艳！我多希望这部电影只要拍完中日大战就好了。后半段就像一只泄了气的皮球，软了吧唧。或许这正是陈导的潜台词，时代变了，体育精神已死，现在的人们也早已不再需要中国女排。
87$30128916$夺冠$文泽尔$2020-09-25 23:46:01$20$非常好 可以想象出《李娜》的水准
88$30128916$夺冠$兵马俑哈哈哈$2020-09-25 19:43:14$46$我chinois就喜欢这种开头就知道结局的爱国电影
89$30128916$夺冠$M酱$2020-09-25 10:02:12$138$这个特殊的时段 在电影院里和大家同呼吸共命运的感觉好特别——所有经历过那个时代的人 对夺冠有憧憬的人 都是热血少年❤
90$30128916$夺冠$没什么好看的$2020-09-26 16:57:34$53$2.0 实在不好看，甚至在刨去人物塑造节奏等等问题后，比赛还原做得也很糟糕，运动电影也不是给个场景就能拍的。真要说，只有在煽滥情打情怀赚眼泪这点上有点东西。
91$30128916$夺冠$岑歌$2020-09-25 10:00:21$28$"完全超出预期。
彭昱畅长大后成了黄渤！"
92$30128916$夺冠$恶魔的步调$2020-09-25 23:57:11$15$改革会议室看着挺奇爱博士……郎平，技能，让东道主熵值狂掉！？
93$30128916$夺冠$昴$2020-09-28 22:01:31$0$十年来第一次想看贺岁档（电影的意义不应在于复刻，而在不回避复杂。卓越如郎平，成长过程伴随改开崛起，本身足够复杂，可惜的是，整个制作的内心还不足够强大@0928）
94$30128916$夺冠$辉辉1234OMG$2020-09-25 21:42:03$68$个人感受的话我给6.5分，体育本身的魅力依然迷人，那一场里约奥运会中巴大战放上大荧幕依然震撼，但是总感觉有点为了煽情而煽情，反而有点过了，太刻意了容易引起不适
95$30128916$夺冠$巴伐利亞酒神$2020-09-29 13:45:01$22$带爸妈去看，一个热泪盈眶，一个酣睡如泥。可谁又料到，最打动我的竟是80年代的场景还原，陈可辛团队在服道化上确实用心了。
96$30128916$夺冠$寒枝雀静$2020-09-25 21:15:15$26$1.5 / 群像当然不是必需的，这种体育题材可以发挥的恰恰是每个镜头的内在强度所碰撞辉映的运动之流——这种流方能突破开头“机器与人”一闪而过的二元对立。而实际的执行则是用规整的声画对位与看似细碎实则同质化的剪辑框定能量的溢出，再用张嘉佳跨界一般的金句堆叠式剧作法摧毁情境的开放性、封堵每一个可喘息的裂口。最终的女排形象也至多只是在同等空洞的国家主义与人本主义（or自由主义）之间做手足无措的接合——而所谓的“沉睡”，又是在怎样自以为“清醒”的凝视之下被盖棺论定的呢？假如教科书式的历史分期就能带来这种自然而然的传承、进步与弥合，那历史的意义何在呢？（哪怕不删，影片的总体方法论依然是极度贫乏几无神采的。
97$30128916$夺冠$我好兴奋啊$2021-03-04 21:14:11$32$是中国女排牛逼，电影像PPT
98$30128916$夺冠$棉花糖$2020-09-26 08:58:24$30$仅代表个人观点，煽情太生硬，没有真是感受过
99$30128916$夺冠$桃桃林林$2020-10-10 11:31:41$30$作为一个80年代情结的人，第一部分会有很多有触动的点。影片前后两部分，反复讲的其实都是同一个事情，就是，何为女排精神？在各种闪转腾挪中，创作者基本传递了想说的东西，不过有些要靠潜台词。
100$30128916$夺冠$我好兴奋啊$2021-03-04 21:14:11$32$是中国女排牛逼，电影像PPT
101$30128916$夺冠$棉花糖$2020-09-26 08:58:24$30$仅代表个人观点，煽情太生硬，没有真是感受过
102$30128916$夺冠$大卫不林奇$2020-09-25 16:21:49$53$前面还是很燃，但后面有点塌。无功无过的商业片
103$30128916$夺冠$冰咖小黄柠$2020-09-25 21:41:12$48$说是电影吧 又不像是电影 说是纪录片吧 又不是纪录片 但还是看的鸡皮疙瘩就没下去过 这就是竞技体育的魅力吧 
104$30128916$夺冠$牛小虻$2020-09-25 21:33:49$38$好看的都落在郎平这人物身上。她说，球不是你的生命全部。她说，快乐打球。她说，去恋爱吧。
105$30128916$夺冠$那年柒月$2020-09-25 23:17:04$40$单从电影的角度，他有点无聊。但是中国女排对国人来说，绝对不是一场电影这么简单。
106$30128916$夺冠$豆腐丝ei$2020-09-25 22:16:50$33$中国女排！！那些蹲在电视前看直播的日子😭
107$30128916$夺冠$有心打扰$2020-09-25 23:27:36$12$特别主旋律，也特别好哭，以至于不知道是因为影片本身的质量而动容，还是血液里的民族自豪感在作祟。可能都是，导演掐着节奏，让排球砸在女排身上，也仿佛砸在了观众的心里。不过本以为04年的雅典奥运会逆转夺冠会重点叙述，没想到是字幕卡一幕带过，有点惊讶。如今依旧清晰记得当时看完激动到尖叫。
108$30128916$夺冠$干脆就叫我小强$2020-09-26 22:11:54$37$“体制”下的妥协，也能看见那些“点到为止”的表达。
109$30128916$夺冠$懈鹤$2020-09-25 19:40:01$53$陈可辛，你是中国电影界的质量守恒者!
110$30128916$夺冠$sey101$2020-09-25 12:23:27$34$前半段不停地在训练、喊口号、比赛、喊口号之间循环。人物性格不饱满，剧本张力不够，充斥着简单粗暴的价值观宣导，纯靠音乐烘托气氛。彭昱畅太呆，吴刚总有股陈萍萍的阴森劲儿，一直入不了戏，也就两星……后半段巩俐和黄渤出来好多了，演技在线终于能看进去了，尤其是巩俐，说话声音都很像郎平，加一星！对于非专业的女排姑娘们来说，这演技也算可以了，冲着女排精神再加一星！
111$30128916$夺冠$文森特九六$2020-09-25 22:15:47$12$观影途中脑海里再次闪现出了那个名字——艾伦·索金。
112$30128916$夺冠$兵马俑哈哈哈$2020-09-25 19:43:14$46$我chinois就喜欢这种开头就知道结局的爱国电影
113$30128916$夺冠$M酱$2020-09-25 10:02:12$138$这个特殊的时段 在电影院里和大家同呼吸共命运的感觉好特别——所有经历过那个时代的人 对夺冠有憧憬的人 都是热血少年❤
114$30128916$夺冠$劣质观众白晶晶$2020-09-26 10:54:41$39$女排的故事确实很有戏剧性，但是我竟然感觉后半段不及上半段感动。确实精神可嘉，但是明显朱婷的塑造确实好像差点味。
115$30128916$夺冠$奇爱博士$2020-09-26 18:01:14$14$陈可辛用一个问题，“你为什么打球”，把横跨四十年，事件庞杂的三代中国人的故事巧妙串联到一起，也借用这个思考，把竞技类的国民电影推到了一个崭新的高度。这是一部难得的讲述大时代个人奋斗的电影，更是一部难得的女性主义电影。个人、集体、民族、国家，每个中国人都会从这些缠绕自己一生的议题中收获共鸣。
116$30128916$夺冠$岑歌$2020-09-25 10:00:21$28$"完全超出预期。
彭昱畅长大后成了黄渤！"
117$30128916$夺冠$seamouse$2020-09-27 00:06:33$16$"对集体主义和个人追求的矛盾性，陈可辛继《中国合伙人》后，做出更加模棱两可且面貌模糊的表达。我想他是深知郎平那代的女排精神和朱婷一代的快乐排球，都是因不同时代大背景，而产生的必然差异。但拍体育片毕竟不是写断代史，漳州基地的训练，中日、中美、中巴三场关键大赛的搬演，那些无止境的细节展现，刺激度和煽情效果显然远不如一场实打实的实况转播。
全片唯一让我满意的一场戏，只是郎平在加州尔湾家中聚会时，亲友一句“体育不过是一场游戏”，进而刺激出竞技体育必然超越游戏的输赢追求。这时，我们还该认为陈可辛在批判金牌体制下的集体主义吗?
时代确实变了，当代观众对女排和中国体育的期待也变了，而导演却没把这种纵向心理脉络下的集体与个人思辨拍出来。"
118$30128916$夺冠$Oxymore$2020-09-25 21:33:53$37$"实话说，故事有点散，也可能是我造诣不够看不太清
多一分给女排妹子们和最后的国歌🇨🇳"
119$30128916$夺冠$小米=qdmimi$2020-12-10 00:36:40$1$对于这个土行孙激斗神奇女侠的组合竟然充满了期待……【补充结论：片子平平无奇，记忆件件催泪
120$30128916$夺冠$王小叶儿$2020-09-25 14:11:20$45$"从旧场馆的魔鬼训练到1981年女排世界杯决战力克日本女排一段，在我心中近乎满分完美中的完美，不得不说，吴刚饰演的来自神界的魔鬼教练对中国女排燃爆的训练简直比爆裂鼓手还要爆裂。
爱死吴刚老师了，生生把一部运动题材电影撑出了不输奥斯卡的国际3A级认证演技排面。
女排对战巴西生死一站，女将们绝地反击，逆天改命，全程完爆顶级实况，镜头天秀。球场上，女排队员抛头颅洒热血，每一声呼喊都是强心剂；在球场外，巩皇的郎平教练稳稳坐镇，在场边没有硝烟的殊死心理战中朝对方教练疯狂输出。一记绝杀，整个世界安静了，我们赢了！"
121$30128916$夺冠$🌵🌵$2020-10-01 23:30:40$12$同样都是要赢，25年前靠举国意志洗脑配合超负荷训练，25后靠技术分析协调个体价值调动。无意对集体主义或者个人主义做出论断，只是对时代话语迁移的展现及调和，实际上已经跳脱出了很多国外体育片唯心意志战胜外部对抗力量的类型窠臼了。它最大的问题是郎平倒叙点之前弧光的缺失（基本靠比赛实况撑起剧情框架还是太弱了），以及一些挺锋利的话题欲言又止地被掠过，比如郎平带领美国队胜利后民族主义劣根性的呈现，或者极权式训练对运动员造成身体后遗症的反思，都属于隔靴搔痒了。
122$30128916$夺冠$北极星北极熊$2020-09-25 19:39:49$45$情绪抓的很好，只是总感觉味道不对，7分吧。
123$30128916$夺冠$琴弦和黑白键$2020-09-25 13:26:36$46$"年前观影：
女排精神，有一点点理解了。
开场音乐和画面节奏，舒服，跳动的感觉让我想起了《唐顿庄园》。
彭昱畅演技ok的，但是配音对不上口型。口型对不上这个问题不少，不知道是改了什么，甚至还有镜头重复出现。
李现扮演的小年轻，青青涩涩，可可爱爱。陪打教练这条线，很感动。
巩皇不愧为巩皇，片尾闪现郎平的时候我真的恍惚了。
