$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$25921812$驴得水$心生$2016-10-28 00:28:43$16948$过去的如果就让它过去了，未来只会越来越糟！
463$25921812$驴得水$Lan~die$2017-01-08 12:27:28$4$"文革惨剧和种种闹剧。想不当螺丝钉活出自己是那么难，十年杀人诛心被碾压或合谋，毁掉老少几代人，也带走了民众和党国的理想，只剩下些利益集团。这巨大的伤口也许永远没办法愈合。
一曼绚烂自由，会撩爱生活，轻唱《我要你》时如此温柔迷人，她是要爱的，只是男人都被阉了。旗袍长腿撒雪花让人难忘。"
464$25921812$驴得水$混子。$2016-11-19 18:43:25$4$故事不流暢，有做作之嫌
465$25921812$驴得水$芋泥消波块$2020-08-30 16:35:25$3$无论表演还是拍摄，都太话剧了，完全照搬，尤其最后一声枪响，剧场可以这样，电影不必。张一曼卧室的海报是《魂断蓝桥》和《女人们》。
466$25921812$驴得水$布鲁斯$2016-11-11 18:37:47$5$歌曲好评
467$25921812$驴得水$蛋壳计划$2016-12-18 18:39:12$3$开始很欢乐，尤其是某些演员一口亲切的东北话。越看越堵得慌，真是讽刺的故事。人就是这样，一有事情全暴露本性。迷之喜欢张一曼，穿旗袍美死。周铁男落差太大。主题曲很好听，最后一曼再唱那首歌，差点听哭。还有我想说黄土高原有高原反应？？啥体质啊。
468$25921812$驴得水$阔夫塔$2017-01-10 00:33:30$4$摄影棒。
469$25921812$驴得水$刺猬格子$2017-11-24 16:15:16$11$居然有人和我说，这是一部女性主义电影。分明一部彻彻底底的男权电影。一曼就是男性物化视角下折射出的产物。为男人的生存而渴望，为男人的死亡而死亡。价值观腐朽，披着糖衣荼毒缺乏批判性思维的大众。
470$25921812$驴得水$看不见我$2016-12-16 08:48:56$2$硬拗的剧情，只为营造那点人性的深度，这种用力过猛的刻意反而让人体会到一丝说教的意味。所有人物都在一根筋的变坏。话剧出身的演员上了荧幕还是不怎么接地气儿，感觉就是靠大小声喊台词来给人物画脸谱。一个转型失败的电影作品。
471$25921812$驴得水$桃子$2016-11-07 00:41:39$4$看之前某人问，你觉得这部和奇异博士哪个分高？我说怎么也得是博士吧？至少有特效加分。没想到……我错了。看到小格局的开头时，差点儿放弃，第一印象是确实太舞台。开始拼命笑，后面却一阵阵心酸停不下来。字幕完了都停不下来。女主角很棒！批评这部片子话剧感强的人只是暴露了对镜头无知吧……neat
472$25921812$驴得水$失控的小跳蛋！$2016-10-29 21:27:17$15$看张一曼看的一直哭，他独自唱歌那段太美了，还有铜匠唱蒙语歌的时候，可惜铜匠糊了
473$25921812$驴得水$孑然殇逝$2016-12-21 15:10:14$1$铁男磕头、一曼野地发疯，这两场戏用力实在过猛，不论之前培养出什么样的感受到这一刻只有出戏。
474$25921812$驴得水$AsleepOrDead$2016-12-17 06:45:26$1$看到一曼提着花儿跟铜匠第一次道别，觉得她就像是山上的一枝花，带着一颗玲珑心，像个孩子般爱世人爱生活，花开花谢只是为了看日出日落。所以最后看得我太堵心了……
475$25921812$驴得水$慕鸥$2016-11-03 21:14:48$2$讽刺知识分子的脆弱理想和软弱性，妄图自由掌控身心的女性根本无处可逃的悲哀，更不必说弄虚作假的影射。必须点赞。
476$25921812$驴得水$Lane_$2016-11-05 01:59:21$1$哎，还是得放在民国，最后还得去了延安。
477$25921812$驴得水$Lotte Mars$2016-11-10 14:04:18$1$张一曼前半段很不错，但疯掉的时候却没有戳中我。最佳段落是铜匠临走前对她唱民歌。
478$25921812$驴得水$言由$2016-11-06 22:37:53$2$中国
479$25921812$驴得水$巫$2017-11-15 19:38:52$2$人物关系乱，情节越来越离谱。一个能看的开头，驴唇不对马嘴的屁股。
480$25921812$驴得水$子东文$2017-01-06 08:01:59$5$3.5星。仍然很像话剧表演，夸张，但看着够有趣，矛盾冲突够清晰。有些意外会过审。和朋友说，也许审查的人自己其实也希望可以讲讲一些过去发生的荒诞残酷之事吧，而剧本刚好给了他们一个迂回的机会。
481$25921812$驴得水$Luffyjun$2016-11-03 09:27:16$3$这样的电影居然归类为喜剧。。。。看完，整个人都不好了。。。
482$25921812$驴得水$秋熙$2016-11-03 21:24:57$5$像是一篇矫饰过度的语文阅读理解，拼命咆哮着“看呐我多深刻，我的批判性有多强”，可呈现的却只有脸谱化的人物和突兀的戏剧性，但如果这不是批判现实主义，作为喜剧，靠黄段子和泼妇骂街撑起来的作品能多高明？更何况全程还充斥着令人反感的反智主义和性别歧视。
483$25921812$驴得水$Monlina$2016-12-18 07:04:45$2$以看喜剧的姿势看的话实在添堵。这人性，快要把人看出厌男症了。
484$25921812$驴得水$小风一吹$2016-10-30 09:53:02$8$好吧。。。舞台剧范儿太强了根本不像电影！人物性格像有开关一样地切换也没觉得有多合理，都说这剧本好可这讽刺也太直白了不是吗？
485$25921812$驴得水$石头摇篮$2017-01-15 22:10:02$7$一是铜匠败坏的程度和速度，太过。二是看似一曼被摆在最让观众怜惜的位置，实则仍是百分百的男性立场，因为两个极品渣男之所以成渣渣，罪在女人放荡。
486$25921812$驴得水$余小岛$2016-10-28 17:21:21$4$整体故事有趣，前半段略有突兀，后半段渐入佳境；女主角好评，看到一半就像去查演员名字；但是还是因为舞台剧转为电影的问题，毕竟电影的元素要更丰富一些。
487$25921812$驴得水$末药煎肉塔$2016-11-04 08:56:51$1$无论是剧本还是视听语言上都不能算作是电影，只不过话剧锤炼出来的故事相对扎实，掩盖了这些对于电影来说可算致命的缺点。总体还是在大银幕看话剧的观感，全片连个高潮都没。优点是，赵一曼这个女性角色很进步啊！
488$25921812$驴得水$皮陀$2018-12-08 22:53:47$2$8，开心麻花的悲剧，华语电影的异类，知识分子的困局，理想主义的破灭。联系到年代和几句台词，编剧的寓意不言而喻。
489$25921812$驴得水$TUO$2016-12-18 23:41:56$2$人物转变没有逻辑，在剧场是可以用其他取代，电影就不行了。
490$25921812$驴得水$纽初阿白井$2020-09-26 20:41:46$1$①镜头固定，剪辑匮乏，舞台感强。②最令我难过的是一曼钻进桌子下面和铁男下跪磕头的时候，果然悲剧就是把美好的东西撕毁给人看。
491$25921812$驴得水$牧$2017-03-27 16:25:08$3$木鱼微剧场的一段影评：知识分子悖论---知识分子受过教育，拥有了礼貌的行为，复杂的思维，与远大的理想，正因为如此，所以一般来说，受过教育的人认为自己有更高的道德。但是，在足够大的利益与压力面前，会发现他们作为一个人，本性并没有任何改变。【说的真对，忍不住鼓掌】
492$25921812$驴得水$darkcat$2016-10-31 19:38:08$4$剪头发那段不错，还有最后的枪声把我吓到了
493$25921812$驴得水$shawnj$2022-10-19 14:40:12$0$怎么说呢，立意和角度讨巧，痕迹过重，就挺书生气的
494$25921812$驴得水$丹AI🌵$2016-11-05 18:42:31$3$看完两小时后，各种隐喻与讽刺都淡成背景，只记得一曼，黄色的野花，蓝白相间的旗袍，如雪般纷纷扬扬的蒜皮。并不觉得故事残酷，人不都这样吗？有贪心，有同情，面对强权会怂，也有那么几个瞬间，被美打动，真诚地活得像个人。
495$25921812$驴得水$怪凿凿$2016-11-17 09:55:10$1$故事讲得很好，演得也很好。没看过话剧，但觉得电影的感觉也很像话剧。最后一堆彩色球球滚下山坡的节奏感好感人，哭了……
496$25921812$驴得水$阿撇$2016-11-03 20:58:22$5$只能说国产电影好片的确太少了，所以出个还像样的就被捧上天啊。这部够讽刺够荒诞。但也很可以很生硬。只想说，一曼这个讨巧的角色如果换成男性，只会过街老鼠人人喊打吧？所以在这个要求两性平等的时代，这算不算是另一种性别歧视？
497$25921812$驴得水$福利院长正太喵$2019-10-27 19:20:26$4$结局那行字幕是个大败笔。她会被组织分配一个比铜匠还粗的老公，成天家暴。
498$25921812$驴得水$鱼雷$2016-10-29 01:16:58$15$炸裂！天呐我都不知道该怎么吹了。我都不记得上次看到这么好的华语电影是什么时候了，也许从来没有？是那种让你同时娱乐爽快又陷入沉思地荒诞。 【千万别被海报说开心麻花什么的骗了，跟夏洛那种垃圾绝对不是一路货
499$25921812$驴得水$默$2016-11-30 00:12:21$2$越真实，越荒诞，善良的人遍体鳞伤，偷生的人穿上衣裳。
500$25921812$驴得水$喽喽$2016-12-28 12:10:03$3$看得我哭笑不得郁闷伤感五味杂陈。。。回想自己生活着的现实世界，那些是是非非感情纠葛万般无奈，比电影有过之而无不及。最后彩色的球洒落一地滚下山坡的画面真的好美……就像龌蹉现实的世界里那些转瞬即逝的美好。美好得令人难过…………当你明白了你在这些面前什么都不是的时候。也许就长大了一点。
501$25921812$驴得水$太常寺协律郎$2016-10-30 14:36:50$19$笑中有泪啊，每个人物都性格饱满，演员的演技炸裂，太太太厉害了！准备二刷
502$25921812$驴得水$ᠴᠣᠭᠲᠤ🔒$2016-11-06 22:28:01$2$厉害了我的feminism
503$25921812$驴得水$躲猫猫社社长$2017-03-06 22:31:54$2$“未调色”反而比调了色以后的正片能看也是本事 后半场崩了
504$25921812$驴得水$一默$2016-12-18 01:18:20$5$很可惜没有六星七星可以打啊
505$25921812$驴得水$威锐$2017-06-13 22:38:30$3$很黑色，故事很流畅，任素汐演的好棒啊！喜欢这部片
506$25921812$驴得水$鲜有废客$2017-02-16 21:58:31$2$做好话剧真的就可以了，没必要什么好东西都往电影一个形式上挤，赚钱可以有，没必要跌话剧的面啊！
507$25921812$驴得水$严箫玉$2016-11-03 11:56:04$3$跟十二公民的问题一样，表演太用力，舞台痕迹太重。除了远景就全是中近景，场面调度基本负分，熄灯式的强切比比皆是。感觉回到了梅里埃式的舞台实录，对话剧剧本的原番不动从一定意义上就是对电影形式的不尊重。
508$25921812$驴得水$傻冒叔$2016-11-14 20:29:03$16$借“古”讽今今依然，好几个桥段充满张力，推荐。
509$25921812$驴得水$小兔子不不不$2016-11-20 00:27:48$9$如果有负分的话，我想给负分，有些东西过了，就失真了，逃脱不出话剧的套路跟槽点。
510$25921812$驴得水$宝莲$2016-11-02 23:08:25$2$我的情郎 你在何方
511$25921812$驴得水$團媛$2016-12-21 16:47:15$2$這電影最後一句好諷刺。
512$25921812$驴得水$神马蚁$2016-11-05 20:01:56$2$三星电影，多一星给演员。深度可以很容易被发掘，能感受到编剧的用心，然而不够电影，太话剧了
513$25921812$驴得水$点点$2017-03-22 14:36:20$6$这就是传说中的2016年度最佳？？？黑人问号脸
514$25921812$驴得水$碾$2016-12-14 20:30:25$2$就这摄影，台词，配乐，表演，低俗段子集合，真是看不下去。还一帮人捧。
515$25921812$驴得水$.捉摸透了姑娘.$2017-01-07 21:06:09$5$特别做作 看着特别不舒服 而且哪里好笑了？
516$25921812$驴得水$Page_Chen$2016-10-30 23:37:27$4$过去的就这样过去，将来肯定会遭殃。魁山站在窗外，子弹从铁男头边擦过，铁匠知道被利用的真相，一曼看到镜中头发乱七八糟的自己……人在破碎中沉沦到无法自拔
517$25921812$驴得水$比多$2016-11-01 22:21:34$1$以资鼓励
518$25921812$驴得水$S/Z$2017-01-07 22:48:28$6$舞台剧式的表演和镜头真是看不下去，所谓“深刻内涵”其实也就是刘震云爱玩的那种，深刻个屁呢？谁现在还爱看“借古讽今”“批判人性”这些80年代的玩意儿啊？
519$25921812$驴得水$月下独酌$2016-11-03 01:44:14$8$剧本很赞，比夏洛特烦恼有深度，黑色幽默却也亲民，毫无明星的阵容大胆而自信，支持原创国产电影。
520$25921812$驴得水$YES!$2016-10-29 00:50:40$6$写的真好 拍的真差
521$25921812$驴得水$doudoulin$2017-02-13 13:59:05$1$电影的核心是摄影机，舞台剧的核心是演员和台词，两者之间的推动力有本质区别。影片的本质仍然是舞台搭好后演员上来飙戏推动剧情，他们的表演越好，就越和他们背后“真实”的时空产生矛盾。看戏的时候我们期待演员的“演出”，而看电影的时候，我们最不想知道的就是“演员在演”：我们想他们是“真的“
522$25921812$驴得水$季轩$2016-10-31 22:05:12$1$故事蛮有特色，前喜后悲，然而这片让不懂电影语言的人来指导，实在可惜。
523$25921812$驴得水$Sofie$2018-01-13 05:12:57$0$广州-&gt;吉达 看的沙特删减版：重要情节&amp;跳舞删除、搂着的胳膊大腿脏字都马赛克 但还是不影响 喜欢这种舞台剧效果的
524$25921812$驴得水$蓝布$2016-11-03 10:20:38$3$整个剧本都太工整了，所有人物的行为都有着充分而明确的理由，也正是因为这些过于完整的理由，使人物缺少生命的质感，以至于，有一点像话剧。但仍然，瑕不掩瑜，尤其灵魂人物，一曼，是国语电影少见的女色，令人喜爱，又感同身受，又不住的想要的同情她。
525$25921812$驴得水$耶斯$2021-01-28 00:24:09$2$冰冷的墙上标榜着学做人，墙内的荒诞告诉你做人就是不做人。铜匠单纯朴实的脸上露出贪婪可怖的笑容；老裴情比金坚的告白转眼变成了凛冽刺耳的辱骂；铁男直爽的仗义向冰冷的威胁磕了头；佳佳对世界美好温柔的期待终究如同掉下山的彩色弹球一样抓不住。而张一曼呢，我相信她准备继续做校服的那一刻，就已经与世界和自己妥协了，眼里再无希望和自由。
526$25921812$驴得水$showlin$2017-03-11 23:01:20$5$睡前不宜看过于荒诞压抑的影片，估计无法好梦。
527$25921812$驴得水$Nowaysis$2016-11-13 19:06:13$1$4.5星。原来是女权主义电影。如此大规模频繁出现青天白日旗的国产片是第一部吧。
528$25921812$驴得水$芷宁$2016-10-10 22:57:32$4$没救得了驴，没能教好人，孙佳的离去带着股子幻灭与心碎的决绝，舞台剧《驴得水》的影版，依旧辛辣尖锐犀利，直指体制的弊端，拷问人性的弱点，小格局里浓缩百态，旧时代里针砭时弊，虽有起承转合、表演过猛的小瑕疵，但瑕不掩瑜，令人悚然的不是荒诞和死亡，而是造成这样荒诞和死亡的原因……
529$25921812$驴得水$收音鸡·耳東$2017-03-13 18:03:38$2$"20170304~~好写实的电影得看啊!光明前途还是得在红色延安啊--""只会越来越糟!"":D~~"
530$25921812$驴得水$JeffLivorno$2016-10-30 17:24:14$2$1.貂皮，卷发，鲜花，水。2.如此明显的所指依然过审，对广电重拾信心。3.一曼与墙上贴的《魂断蓝桥》女主女性意识完全对立，最终都走向毁灭。
531$25921812$驴得水$皮皮的皮神$2016-11-05 21:58:20$3$这是一部我相信走向海外也风评很高的国产电影。没有强行happy ending甚至讽刺意味浓烈的结局，广电总局居然过审了, 似乎越来越开明了。看了影评才恍然大悟，故事背景设置在国民党统治期间，且结尾校长女儿去延安发展了
532$25921812$驴得水$kylegun$2016-11-07 00:48:54$2$“如果让过去的过去，一切只会更糟。”生硬别扭处太多，全片唯一笑出声的地方是最后“去延安”的字幕，但社会意义大于美学意义，不忍差评
533$25921812$驴得水$山水$2016-10-29 21:18:25$8$同为开心麻花作品，比夏洛特烦恼要好，因为这片子更加有深度，当看到铁男也屈服的跪地磕头求饶的时候，这是整个电影最悲伤的一幕。引人思考，别老拿人家从话剧改过来说事，改的好就是成功
534$25921812$驴得水$闪通$2017-01-30 10:33:52$2$开心麻花的第二部电影，看完之后有一种想说很多又什么都不想说的感觉，相比《夏洛特烦恼》的无厘头搞笑，本片走的是黑色幽默的路子，所以显得格调更高，商业之中带有一点文艺的气质。影片前半部让人笑声不断，后半部让人心酸落泪。本片用话剧的原班人马，不使用大牌明星这一点也相当值得尊敬。
535$25921812$驴得水$SingLesinger$2017-04-03 23:36:38$3$我的天this shit escalated fast。一婚一葬，大国泱泱。舞台剧感是很重，拍的太电影还不更吓的你们睡不着。
536$25921812$驴得水$蛋形矮胖子$2016-10-30 21:26:23$1$近乎失控的歇斯底里，显然开心麻花很了解大众想要的深度和笑点，他们非常得心应手的玩着小品和话剧的套路拍电影....真希望有人可以管管开心麻花，不要把银幕当成上戏剧院
537$25921812$驴得水$magasa$2016-10-30 22:28:08$8$就这么说吧，年度最好看的国产电影
538$25921812$驴得水$大力水手$2016-12-14 12:25:21$1$真的很不错 三星半
539$25921812$驴得水$小能七九西$2017-10-18 18:20:10$1$故事太刻意，下半部特別崩壞。大家覺得好，我想是因為在大螢幕上偶然看到了話劇的魅力被震驚了吧。
540$25921812$驴得水$Lonely$2019-11-30 03:57:48$0$8.0/10 分。多么响亮的一巴掌，抽在了知识分子的脸上。。。加一星，不为啥。。。新中国成立来，最应该感谢共产党的，应该是妇女同志。。。相比过去，回望现在，中国妇女的地位绝对是天翻地覆的变化。。。毛主席那时候还说，妇女同志能顶半边天。我发现我们家里整片天都被我妈的乌云遮住了。。。
541$25921812$驴得水$Feline$2016-12-16 04:53:53$5$许多人以为张一曼足以代表女性性解放，是女权标兵。可是一旦她被人强奸（铜匠和众人的侮辱可谓精神强奸、大兵是差点儿肉体强奸），就将此恐惧内化，在精神上被摧毁，这算什么女权？她跟那个小知识男青年没有任何区别。
542$25921812$驴得水$仁慈的父$2016-12-25 15:16:10$4$如果没有最后一句字幕不晓得能不能上映。这个片儿该拿奥斯卡。
543$25921812$驴得水$雄一样霸天下$2017-03-06 12:15:28$1$意义大于形式
544$25921812$驴得水$罗瑞尔•希格斯$2022-02-06 19:14:59$4$喜剧的内核是悲剧，只要牺牲女人就好了，女人的痛苦都不是痛苦。
545$25921812$驴得水$老罗Lazzaro$2016-12-18 19:20:46$1$一出彻底的闹剧，改成电影还是满满话剧感，人物形象的设定也过于简单粗暴。
546$25921812$驴得水$蓝莲花$2016-11-01 02:54:11$4$惊喜！不敢相信这是开心麻花的第二部电影。虽然结局为了过审有点洗白，但总体真的很赞，对历史，对国民性，对人性，借古讽今，面对“团结一心向前看”的指示，电影给出了它的态度“过去的如果都这么过去，未来只会越来越糟”。
547$25921812$驴得水$Ziggy$2016-11-07 09:25:50$2$同民国无关，同中国其实也关系不大。这是个可以架空时代并放之四海的社会实验。荤段子和过分的戏剧冲突是缺点，“电影形式感不强”我觉得不是。既然可以膜拜徒有形式毫无躯干的一些大师作品，也就应该可以接受“反电影”“极简电影”也是一种电影实验。
548$25921812$驴得水$走马观花$2017-03-20 13:00:48$2$虽然是开心麻花作品，可是却是一个悲伤的故事！这首歌已经单曲循环  
549$25921812$驴得水$鯨$2019-12-26 15:41:08$3$我昨天看完色戒的感想可以原封不动放这儿来：张一曼好惨啊！被所有人当成工具人，遇到的男人不是愣头青就是强奸犯，个个都恨不得把她吃干抹尽。惨惨惨啊
550$25921812$驴得水$VIC$2017-01-06 13:22:51$8$如果这部电影被一致公认为国产佳片，那么中国50年内都不可能出一部奥斯卡最佳外语片。这是一部形式重于内容，情绪多于反思，暴力多于幽默，讽刺多于关怀的、急功近利的作品，如果能够称得上作品的话。
551$25921812$驴得水$大獾$2016-10-30 21:02:54$4$讲的是契诃夫的故事，当然好看。所以片子不错，但要说编导本身多有才华，也不能这么说，成功借力吧。
552$25921812$驴得水$天马行师$2016-10-31 15:25:07$1$当教育系统这个食物链的顶端与中端的传授者出现了问题，还能指望低端接受者有好果子吃吗?
553$25921812$驴得水$LoVe$2016-11-08 11:15:11$1$戏中戏。人来人往，皆为利。还好旧人依在。
554$25921812$驴得水$Y.Sir$2016-11-05 08:10:48$1$话剧改编成电影的代表，《十二公民》，《费城故事》，《欲望号街车》，部部经典。可是这部，总感觉缺了点儿什么，论话剧，没有激昂的台词陈述，论电影，又没有场景调度的亮点，平庸之作……
555$25921812$驴得水$华盛顿樱桃树$2016-10-11 23:09:24$2$讲个笑话，你可别哭。观赏性其实很高，前半段爆笑，喜剧效果非常好。但是后面恶意煽情非常令人讨厌，情绪上的转折令人非常不舒服。且全篇充斥着话剧腔的用力过度。女主角的喜剧表演非常非常好，盼红。
556$25921812$驴得水$★NEXT.7☆$2016-10-30 13:38:11$8$目前为止年度华语最佳，剧本吊炸天，高潮再高潮还能继续往上叠高潮。一看豆瓣上竟然这么多冷嘲热讽的我也就呵呵了。
557$25921812$驴得水$Hauu$2016-12-29 08:36:22$2$阳光照不进窗里
558$25921812$驴得水$两生花$2016-10-31 20:42:30$2$这是不好看但又做作的电影，故作深刻又对片中人物毫无同理心，像是一个人性实验室，把预想好的结果，一步步引向失控的局面
559$25921812$驴得水$⸜( ˙-˙ )⸝$2017-06-08 09:36:14$0$“这做人啊，有的时候真不能太死心眼儿。” 2017.3.12
560$25921812$驴得水$恰恰$2017-12-23 21:17:45$2$什么理想，什么和谐，一点钱，一点性，一点权就打破了。能坚持理想的人都是可贵的。除了校长和女儿，其他人话剧感都挺重的，后部分强造矛盾有点生硬。
561$25921812$驴得水$12$2016-10-28 08:17:08$4$特别好，深度上超越夏洛
562$25921812$驴得水$木偶$2016-11-05 11:35:20$3$半笑半哭，荒诞不经又一本正经，剧本过硬，剥蒜歌大亮
563$25921812$驴得水$ASC-Lee$2016-12-29 22:48:28$1$在这样的环境下，让我们看到了国产片的希望。视听语言精致，镜头设计的巧妙讲究，演员表演完美诠释了鲜明的人物性格。最近豆瓣评分热，这个五星，人民满意，人民日报也满意。
564$25921812$驴得水$给你我最亲爱的$2016-10-28 23:18:24$5$所有的人物都支撑住了，没有绝对的坏人，也没有绝对的好人，只有一个人最悲剧，那就是张一曼老师。
565$25921812$驴得水$Ini$2016-10-31 23:42:26$2$为什么不拘泥于世俗的角色，尤其是女性角色，往往只有发疯和自杀两条路可以选呢？这样的角色是否反而会让人不敢挣脱世俗的规范呢？希望以后类似的角色可以被坚决地塑造成英雄。
566$25921812$驴得水$董食肉$2016-11-09 16:37:26$1$去电影院看话剧怎么了，还有1600万人去电影院看从你的全世界路过呢。
567$25921812$驴得水$♥$2016-11-05 22:15:56$5$作为话剧应该很高，作为电影我忍受不了。
568$25921812$驴得水$688_IMAGINE$2016-11-11 21:02:08$2$双十一在校内剧场看了这部时长111分钟的电影。
569$25921812$驴得水$обломов$2016-10-30 16:40:21$3$讲出，事情就这么过去了，就会越来越糟，已经很可以了
570$25921812$驴得水$蘼迷猫$2016-11-10 22:13:48$4$"夸张荒诞的剧情和荒腔走板的人设却入木三分的展示着天朝这个神奇土地上时时刻刻发生的故事，国家供养的每一个社会团体中发生的故事只比本届啼笑皆非的美国大选更精彩。
借用电影中外国人的话“Incredible China”，现实世界远比电影里的故事drama。"
571$25921812$驴得水$你这样无意义哦$2016-10-28 22:03:26$4$完全不像电影。故事铺太开，结尾收不住。人其实都是牲口，根本没有进化这回事。每个人都逃不开。心中的欲念太强，行动就会荒唐。
572$25921812$驴得水$无鬼斋$2016-12-25 04:07:58$1$简单粗暴，喜欢不来。角色和符号指涉越简单，越露出现实对作品的消解。作品对电影和现实的双重消解。人物是概念，真正可惜了作为摆设的外景。不仅是大嗓门，还是东北话大嗓门（狠）。语言的构造在于，试图使用流行语贴近生活（现实），大嗓门则告诉你这是做戏（概念），最后交代一句去延安才是真相。
573$25921812$驴得水$瑶一瑶$2016-11-06 11:55:08$2$看了，觉得蛮不错的
574$25921812$驴得水$科洛尼亚大街$2021-02-20 22:38:44$2$"“我们一开始每个人都是全心全意满怀希望地奔向那个好，但为什么追着追着大家却越变越贪越变越坏了呢？” “当游戏中的每个玩家都心想为了干大事可以不拘小节，一环套一环再套一环，最后干脆就丢掉底线了。”在一个漏洞百出的系统中，所有人都在演戏，而那些不愿配合演出的人，无论是追求浪漫主义还是现实主义，都会被无情牺牲。但，明明可以不演戏的。

不知道延安会不会解决这个问题呢，反正如果我是罗斯先生，老子一分钱都不给，体验太差了。"
575$25921812$驴得水$十个斗的眼窝浅$2019-08-27 14:52:51$0$我要 你在我身旁 我要 你为我梳妆 这夜的风儿吹 吹得心痒痒 我的情郎 我在他乡 望着月亮 都怪这月色 撩人的疯狂 都怪这guitar 弹得太凄凉 哦 我要唱着歌 默默把你想我的情郎 你在何方 眼看天亮 都怪这夜色 撩人的疯狂 都怪这guitar 弹得太凄凉 哦 我要唱着歌 默默把你想 我的情郎 你在何方 眼看天亮 我要 美丽的衣裳 为你 对镜贴花黄 这夜色太紧张 时间太漫长 我的情郎 我在他乡 望着月亮
576$25921812$驴得水$fallingraining$2016-11-09 21:33:09$2$黑色幽默的确实很意味深长，但归根结底还是最后小姑娘的那一句话:如果过去的就这么过去了，以后只会更差。
577$25921812$驴得水$arlmy$2016-12-28 13:52:42$1$12.28 『过去的如果就这么过去了，以后只会越来越糟』
578$25921812$驴得水$書衣偵探華斯比$2016-11-16 11:30:56$1$用谎言去掩盖谎言的结果就是这样一个悲剧结尾……剧本扎实（铜匠转变略显突兀），演员表演张弛有度，笑点蛮多，最后真是“喜到深处，悲从中来”。一曼唱的那首《我要你》好听。
579$25921812$驴得水$🍉逢原$2016-11-05 20:52:52$2$今年最佳
580$25921812$驴得水$喜悦之地$2016-12-31 18:25:33$0$这他妈能叫喜剧？
581$25921812$驴得水$齊克斯尼力佐飛$2016-12-25 00:19:51$3$不是喜剧，是一出悲剧。
582$25921812$驴得水$TANTSL $2018-10-03 13:06:55$2$英雄之所以叫英雄，大概是因为第一枪就被打死了吧
583$25921812$驴得水$sleepy Mia$2018-11-04 17:10:03$1$很喜欢
584$25921812$驴得水$无非$2016-12-17 19:33:36$1$亮点与尴尬并存。
585$25921812$驴得水$npc罢了$2023-01-22 18:21:02$8$如果说刚开始的时候我一直认为铁男是老师里唯一的“好”人，那他在“死”过一次后的种种表现，就更能提现人的复杂性了…
586$25921812$驴得水$酱油郎独占花魁$2017-08-08 22:47:40$3$有点不知所谓。心太大，手没跟上的电影
587$25921812$驴得水$生人回避$2017-09-24 02:30:59$1$你看多么美好的6个人，你看多么可怕的6个人。
588$25921812$驴得水$Gatsdy$2022-02-27 20:25:28$6$“根据您看过的《海边的曼彻斯特》《罗马》向您推荐文艺片《驴得水》”     不知道我和豆瓣谁是傻逼
589$25921812$驴得水$韵外之致$2016-11-07 20:17:48$1$两条线内在关系串的不自然 这是对女性迫害最脸谱化的电影 自由的女性常被诋毁 任你哭喊 也就是在荡妇破鞋和婊子的身上再踏上一只大脚 得不到就毁灭 这样的男性真的很弱
590$25921812$驴得水$九万个公王$2017-03-14 15:20:01$1$这片子......不是电影哦。不过里头那个特派员有一句“我容忍知识分子的脾气，但也是有限度的”。嘿嘿嘿。
591$25921812$驴得水$豆丁$2016-12-16 03:19:55$1$剧本挺牛啊，一环扣一环， 演员虽然名气不大，但表现力很棒，好片
592$25921812$驴得水$黛轩主人$2016-11-05 23:02:34$5$所有的社会问题，都是性别问题。
593$25921812$驴得水$辰曦子$2016-12-17 15:55:49$3$如果国产电影的剧本都能有这水平，那实在就太好了。今年看的电影不多，这部绝对能排上前三。
594$25921812$驴得水$夜～妆$2016-10-30 18:21:28$1$“incredible China”. ps.任素汐唱歌很好听。
595$25921812$驴得水$ShuuHaku$2016-10-30 22:55:26$7$观感尴尬症发作。好想法不等于好剧本，好话剧不等于好电影，视听语言、讲故事水平、风格揉捏的水平基本为零。知道你们想表达这些和那些，但是这些和那些却一点表现力都没有，输出只靠吼。
596$25921812$驴得水$小小鱼$2018-04-03 14:46:21$2$这电影能过审真是个奇迹
597$25921812$驴得水$了不起的花轮君$2016-11-07 18:52:36$0$还有得学，一曼不错。
598$25921812$驴得水$等待如果$2016-10-30 00:38:22$1$扎实的三星，没看过舞台剧，也理解过于舞台剧的表现。但不应该双重标准，国外也有很多舞台剧式的过分戏剧化的高分电影。故事剧情完整，情节推进节奏非常好，不拖沓。黑色幽默中的夸张人物塑造我倒觉得没有什么问题，这个又双重标准了。表述讽刺得过于直白反而无法引人深思，只剩感慨。总体很好！
599$25921812$驴得水$自怜雀斑$2016-10-29 16:19:27$9$一曼 可能是今年最好的女性角色了 有血有肉有欲望有残缺 她飘飘荡荡 肆意蔓延 迷人极了 
