$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$1291858$鬼子来了$被迫改名$2009-05-02 23:28:55$9526$十部南京也抵不过一部鬼子来了。
431$1291858$鬼子来了$我是无法检索$2014-03-31 22:24:50$1$兴百姓苦亡百姓苦；香川照之演技牛逼，太适合演农民了；还唱了敦盛；二脖子她妈太人性了，入木三分，很好
432$1291858$鬼子来了$麻油叶$2010-12-21 20:37:27$1$看得出来为什么会被禁播，但他确实是好电影，只不过是碰到了郭嘉的神经，，
433$1291858$鬼子来了$Reynard$2013-04-23 23:40:34$2$豆瓣上果然不少捧姜文的粉儿，这部片竟然被捧得这么高分。把中国人的愚昧描述得有点过分了，夸张可笑不难表现，难表现的是真实。但是能够深刻反思汉奸的思维是挺难得的，或许将来中国会有更好的，思想更深邃的电影来表现它。
434$1291858$鬼子来了$Jacky$2010-12-22 20:09:53$1$姜文的四部作品中，最后看得一部，阳光灿烂却青涩，鬼子来了厚重却刚直易折，太阳浪漫魔幻，到子弹的几近完美，都永远离不开历史的折射和情怀，姜文确实牛
435$1291858$鬼子来了$啸如$2011-07-24 13:08:36$0$姜文的好电影 国片的精品 怎样评价都不为过
436$1291858$鬼子来了$aiesson$2009-02-20 23:01:49$6$高中的语文老师给我们放的，完了还让我们写观后感，我的第一句是影片开头是姜文和女人的做爱场面，性是最能代表人类美好的事情之一，激战正酣之时被日本鬼子打断，这隐喻了侵略者对我国的无比深重的侵略。呵呵，当时很可爱么
437$1291858$鬼子来了$达%观$2010-07-09 11:21:30$0$“他不光要我们警惕日本人，这大凡中国人都看得出来；他更要我们警惕自己，警惕自己的天真和侥幸心理以及善于遗忘。”
438$1291858$鬼子来了$Cheeky Monkey$2015-08-19 21:18:15$3$农民的善良软弱，老书生的迂腐，市侩的奸滑嘴脸，群体的麻木畏缩。没有一人敢领头反抗，尽是嘴皮功夫的得瑟功夫。相比之下寡妇鱼儿难得辛辣直率。唯一敢于直接抨击鬼子的是没人理会的“疯子”。村头大摆宴席当晚自杀，只有他最清醒。鬼子的残暴狂热，国民党装腔作势的管教，还有不知去向的“我”。
439$1291858$鬼子来了$今夕何朝$2019-11-21 21:21:23$1$"1.奴性对于所有人都是一样的，花屋的遭遇和心境变化照应了中国被殖民那几年的人性曲折。
2.战争一旦出现了一方对另一方有压倒性优势的情况，强者和弱者的地位差加上极端的社会背景，人性中的恶便会被非常大程度激发出来。一个人可能成不了恶，但放在国家与民族中，这种力量大得甚至可以完全泯灭人性。（所谓“乌合之众”）
3.暴力是个复杂的命题，暴力是欲望、政治、民族、信仰等等……的综合物。日军对村庄的屠杀是暴力，马大三对战俘营的屠杀是暴力。要深究这背后的原因甚至可以写个论文了，但我认为即便用我已有的知识深究到底，也无法得到最终的答案。所以我只能说，我看到的是个人的渺小，是战争的罪恶，是人性的脆弱无奈。
。
"
440$1291858$鬼子来了$l.m.$2007-09-12 22:44:17$0$終於在電影院看了康城版本，無憾。
441$1291858$鬼子来了$...$2011-04-03 16:55:16$4$电影告诉我们1，凡事有一点亲日念头的人都没有好下场，2,，我是日本人的爷
442$1291858$鬼子来了$SudaLucky酱$2018-07-18 23:18:33$4$愚昧又善良的百姓因为几车粮食丧了命，看似精明凶狠的日本农民又何尝不是军国洗脑的牺牲品，魔怔的状态就像中了邪。这也是为什么在村里生活了几个月的日本兵突然有了人性怕了死，回到军营又可以义无反顾准备切腹殉国，民众都是牺牲品方式不同而已。可是为什么，日本人杀中国人，中国人也杀中国人，到了最后中国人甚至在旁边看着日本人杀中国人……
443$1291858$鬼子来了$小凿子$2011-01-01 18:42:56$1$鬼子来了比子弹强好多。奴性依然是探讨的主题：庸众代表马大三历经系列变故，自我意识萌芽，开始用脑思考。在意识到危巢之下必无完卵后，挣脱但求自保的臣民心理与业已驯化的集体意志彻底断裂。片末，屁民马的头颅滚落在新掌权者的皮靴前，殷红的鲜血将屏幕浸成彩色。他笑了，为庆祝成为一个独立的人。
444$1291858$鬼子来了$來自咖喱星$2013-09-29 20:20:09$1$這樣的力度和細節，讓我這種對那段歷史並沒瞭解很多的觀眾都覺得很真實，很震撼。最後三哥清醒了，小三郎也清醒了，可是深處亂世，後者還是砍了前者的頭。這就是我們的國家，愚昧的人終於醒了，可是立刻就死了，被吞噬了。
445$1291858$鬼子来了$Adios$2010-05-04 13:33:14$1$不愧为李涛认为的中国最牛逼的电影  整部电影以小见大 说了很多东西  
446$1291858$鬼子来了$Jason_波波$2014-07-07 05:10:24$2$姜文的牛逼不是吹出来的 也是说不出来的 可惜就是量太少 永远供不应求 还好年底出新片 为这个就值得回趟国
447$1291858$鬼子来了$麦圈圈$2010-12-26 21:35:14$1$BF说：所以说，千万不要相信日本人，……也不要相信国民党。
448$1291858$鬼子来了$刘建明$2011-06-30 22:03:46$1$中国人的劣根性，姜文赤裸裸挑战老大哥，当然结果是片子没能公映。姜鸿波漏点了。。
449$1291858$鬼子来了$Confess$2019-11-21 20:38:30$5$像是鲁迅笔下的文章，嬉笑怒骂，招招致命。明明抗日接近尾声，农民活的却如同战争尚未开始。在巨大荒诞的背后，我看到犹如《檀香刑》一般的众生相。是祸躲不过之中庸，画地为圈之奴性，胆小嘴大之顽性，软弱而善良，冲动而愚昧……喜剧巅峰有《让子弹飞》，抗日剧巅峰有《鬼来》姜文算是导演界的鲁迅了吧。
450$1291858$鬼子来了$圈圈$2010-10-17 13:58:57$0$"看完五味杂陈，不知从何说起。喜从天降，悲从中来。
开头很搞笑，中间很恐怖，结局很悲惨。"
451$1291858$鬼子来了$白玉京$2020-01-20 09:44:18$2$中国人和日本人是宗教与民族主义的两面。明代以后，在东亚这片土地上的温和与勇武从此分道扬镳，各属一地。在中日战争的交锋里，可以看到这两者交锋的结果是多么地悲哀和令人痛心。
452$1291858$鬼子来了$绿油油$2012-08-18 14:17:59$0$历史无从考究，我不知道这个电影到底是不是反映真实，但是我看着确实很真实。起码这部电影非常有他存在的价值和意义！在我看来可以说是金子一般存在的电影！！
453$1291858$鬼子来了$没头脑又不高兴$2010-01-12 21:03:21$0$"p1抛开作为观者的我们是中国人 ，抛开故事发生的年代，单单关注这个故事。。。。。。
p2故事结尾处砍头的场景使我想起了鲁迅先生曾提到他老人家弃医从文的原因（另一场砍头的电影）。"
454$1291858$鬼子来了$我想变成小瘦子$2010-12-26 20:53:21$1$我是一个庸俗的没文化的人，只是因为看了子弹飞才翻回头看的鬼子来了，并且无法被黑白画面吸引
455$1291858$鬼子来了$Jokery$2009-10-12 00:42:17$0$大哥大嫂過年好 你是我的爺 我是你的兒
456$1291858$鬼子来了$年逝$2010-12-07 22:13:05$1$故事很平静，没有那种刻意的渲染色彩，但很沉重很深刻。有半分是致敬分。过瘾。
457$1291858$鬼子来了$Evil freedom$2012-08-23 17:45:20$2$真心很失望，看来以后不能因为评分高就期望太高。姜文一人演三角，还把主角演得那么怂，这部电影你想表达什么呢，日本人忘恩负义？还是你什么都不想表达只是为了过把戏瘾。很反感别人都投降了还不放过他们，没两样
458$1291858$鬼子来了$卡列寧吃着🥐$2011-01-01 23:09:53$1$姜文真正的大师之作。前两个小时充满了荒诞幽默的气氛，但最后极具冲击力的大逆转却残酷而讽刺，让人不得不直视包裹在黑色幽默外衣之下的赤裸裸的人性。
459$1291858$鬼子来了$皇馬小媳婦兒$2011-06-18 17:49:18$0$大哥大嫂过年好！  哇嗷嗷嗷嗷嗷嗷~~      真有才
460$1291858$鬼子来了$王小北$2011-01-08 21:55:05$0$不乏味枯燥还有思想的电影，必须五星。偶尔某一瞬间，我忘记了日本是来侵华的……
461$1291858$鬼子来了$Gill$2012-04-28 15:12:21$0$看到最后那一抹色彩，给整片带来无比讽刺的意味。“他不光要我们警惕日本人，这大凡中国人都看得出来；他更要我们警惕自己，警惕自己的天真和侥幸心理以及善于遗忘。”迟迟不挥舞手中的斧头，就是善良么？
462$1291858$鬼子来了$zo$2011-05-07 10:17:52$0$兜兜转转 中国人总是用自己的思维来思考对话的维度 只是最后你还是闭上了双眼。
463$1291858$鬼子来了$鸭梨$2010-10-31 18:24:31$0$村民，鬼子都有血有肉。相对一直躺在炕上的【刨坑埋了】，中国人大多时候表现是肉。而日本人相对带的血比较多。
464$1291858$鬼子来了$Paul Zhang$2008-01-23 09:40:31$0$just watch it, don't hesitate
465$1291858$鬼子来了$成都越$2013-12-19 16:13:23$0$揭示民族劣根性的作品永远都是勇敢的尝试，同时不为当代正统价值所认同，却可以深得许多人心。片子反思了自身，同时严肃地警醒着人们，日本狗昨日和你一同笙歌艳舞，今日也许就要砍你的头喝你的血，盘踞在大天朝身旁的这条恶虫一直虎视眈眈，即使在没有张牙舞爪的时候，也心怀不轨。
466$1291858$鬼子来了$一百年  不許變$2011-02-05 18:02:11$0$哎呀妈的又没看懂,我说为什么呢,原来姜文儿是中国的库布里克,库布里克的片子我从来都看不懂
467$1291858$鬼子来了$笛咖尔$2018-06-22 13:59:13$0$本应嫉恶如仇的中国农民非但放弃抵抗，和日军和平相处孩子吃糖，连送到手边的日本战俘都不敢杀，好吃好喝供着。被投食半年的战俘承诺给粮食。无奈还是被日本大部队屠村，为亲人报仇杀了日本兵的男主被国民党判死刑，执行的是那个被他救了的日本战俘。/“大哥大嫂新年好，你是我的爷，我是你的儿。”
468$1291858$鬼子来了$seeku$2008-11-02 18:22:14$0$“啥也别说了”，这才是好电影！【伟大的导演，伟大的电影！】【那老汉很有才！】【中国驴强奸了日本驴，那段真搞！】【嘿嘿，我是刚好7800个给评五星的】【影片最后那一抹红，才是超级震撼的！】
469$1291858$鬼子来了$summer$2019-12-24 21:50:51$1$实不相瞒，我在这片子里，没看到日本人，没看到中国人，只看到了众多可怜之人的互相残害，并且他们根本不知道这种残害是为了什么，日本人残害日本人，中国人残害中国人，日本人残害中国人，中国人残害日本人。最后马大三挥着斧头砍日本兵时，我感受到的不是复仇的快感，而是彻底的绝望，绝望于他都不知道要砍谁，所以只要是日本兵都砍。马大三最后微笑着闭上眼时，红色出来，我只感受到彻彻底底的周身冰凉，全身鸡皮疙瘩，最后对这 荒谬操蛋傻逼愚蠢互相残害杀戮互相敌视 的世界 嘲讽一笑，再你他妈的见吧。对于政治以及人性的深刻剖析，在我心目中一定程度上可以和 rick&amp;morty相提并论了～～～姜文儿们就是现实中的rick呀～～～      2022.12.22 再看，依然被震到七零八落
470$1291858$鬼子来了$john vin$2009-11-07 23:51:17$0$含笑九泉，花屋把马大三从杀戮的螺旋中踢了出去，含笑九泉
471$1291858$鬼子来了$忍者神龟$2010-07-22 02:58:18$0$难以用言语形容的佳作。不争气的中国人，不争气的我们。
472$1291858$鬼子来了$Jasmine_长乐$2021-08-02 11:49:11$0$姜文导演的抗日片就是这么与众不同，它不是纯粹的抗日感情宣泄，更多的是对战争事实的戏谑和悲叹。过去中国农民的悲剧在于他们对于外界的一无所知导致的愚昧，而中国人的温良特质使他们相信了敌人。所以还是那句话，山川异域，不共戴天。
473$1291858$鬼子来了$RM Ngwini$2013-01-08 04:29:18$3$十年前简直是中国电影的黄金时代，咱们自己原来也会拍文艺片的！
474$1291858$鬼子来了$老黄瓜$2010-11-10 11:42:37$0$"崖山之后无中国，明亡之后无华夏
只有这两句话能表达我的感慨"
475$1291858$鬼子来了$Kensnow$2013-03-04 17:55:14$0$本片从战争及人性的侧面表现了语言不通的环境下翻译的重要性～ 姜文一贯的快节奏镜头切换配上急促的台词带来的搞笑效果屡中我HHP。他每次都用这种手法精彩地揭露残酷的现实。
476$1291858$鬼子来了$令狐敏敏$2013-04-14 21:51:02$0$姜文的电影诙谐的剧本，拍出了日本侵华另一面，还有我国农民善良怕事的本质，是部值得保存的电影。里面的方言。。。唐山话？不过后来鱼儿的儿子死了，鱼儿跟大三回来了，接下来就是抗日胜利大三报仇，鱼儿去哪了。。没明白。最后吴大维出场演国民党军官。想到他在《霸王别姬》也是最后才出场，演个红卫
477$1291858$鬼子来了$Edward$2010-10-01 19:59:56$0$简直不知道说什么好了，黑色幽默，然后是突然的死寂&amp;为姜文、为中国电影叫声绝
478$1291858$鬼子来了$小于稣牧$2012-01-20 23:32:04$0$仰天长啸啊！赤裸裸的讽刺啊！看前半段以为自己知道了被禁的理由是宣扬日本侵略的友好。到后半段才知道被禁的真正理由是对我们自己人的讽刺！总有那么一些人，装模做样，失去了我们的本真…而姜文，也总能用他那独特的视角和语言，带给我们不俗的欢乐和欢乐中的眼泪与心酸…
479$1291858$鬼子来了$Aing$2010-12-06 20:26:55$0$姜文啊姜文  让我想到黑泽明 那时候的姜文那时候的顾长卫。。。
480$1291858$鬼子来了$泰尼$2010-10-26 01:08:10$0$谁说张艺谋是中国最好的导演？仿佛看见库布里克的影子啊！
481$1291858$鬼子来了$ソンエイ$2014-04-30 19:43:00$0$这部片子就是揭自国人的短儿的，别以为战争胜利了人民就不愚昧了，吴大维演的军官有体现另外一种愚昧，旁边站两个嚼着口香糖的美国大兵，蒋氏抱美国人大腿的卖国劲儿愚昧程度丝毫不减，每种文化都会淬炼出自己的愚民，这跟个人智商和尊严有关，智慧的人有很多共鸣，愚昧的人有各种各样愚昧的法子。
482$1291858$鬼子来了$.$2011-07-06 11:38:44$0$我想 应该是没有正面突出某党的形象吧 南京南京也不过如此
483$1291858$鬼子来了$韩梦想$2011-03-11 22:22:35$0$能给五星半吗？因为我觉着这是姜文最好的电影，对历史对人性反思的多到位啊！辛德勒名单算老几啊~民族仇恨是有是不可饶恕，可其实多数时间还是栽在自己人的手里，不论中国日本都一样。姜文在这片中把中国和日本的民族性都挖了个底朝天啊！
484$1291858$鬼子来了$Broderick$2010-02-06 22:55:27$0$“就为了最后这个画面，值得将整部电影拍成黑白片”，姜文说。
485$1291858$鬼子来了$aaron$2012-11-13 11:43:11$0$强烈的姜式画面节奏和语言风格，配角也个个出彩，本以为是部沉重的抗战片，不料观影过程笑料不断，尤其以日本兵的那句“大哥大嫂过年好”和疯癫七叔的“我一手一个掐巴死俩”为最搞，姜文的电影做到了让普通观众看着好玩、过瘾，至于里面的深刻寓意，自有影评人去剖析，不关我们的事。
486$1291858$鬼子来了$电影协会$2019-08-17 14:28:35$0$感谢姜文导演，给我们记录下质朴的农民群众最真实的一面，可能有人觉得这是一种愚昧，贬低了劳苦群众，可这又何尝不是一种现实呢！独特的姜式黑色幽默，给观众展现了别开生面的抗战回忆，没有美丑之分，但正义与邪恶历史自有评说，在没有转型为商业电影之前，姜文的创意玩得更溜，独具个人特性，尤其是“大哥大嫂过年好，你是我的爷，我是你的儿”，虽然是就旧包袱，到时放在剧情中确实亮眼之笔。
487$1291858$鬼子来了$Se7en丶小七$2012-05-15 17:43:31$2$对敌人的仁慈，就是对自己残忍。
488$1291858$鬼子来了$森暮$2012-02-04 20:09:23$1$要给多少星都行啊！！！顾长卫的摄影真是没话说！！
489$1291858$鬼子来了$大能个儿$2011-02-03 18:02:17$0$其实这将的不是战争，讲的是人与人的故事，文化与文化的故事~我喜欢姜文讲的故事……就像躺在一个温暖的沙发上，听他讲
490$1291858$鬼子来了$ICEDEW$2011-01-14 23:56:20$0$看完心情竟然万分沉重，属于NB的好电影，但是不想看第二遍
491$1291858$鬼子来了$彩虹几度$2010-11-26 13:11:48$1$也许就核心内容而言，不是最好的；但能直面历史，戏谑历史，颠覆传统，挣脱束缚，所以得以跻身最好的行列
492$1291858$鬼子来了$用力沉默$2022-08-08 18:30:14$23$"姜文真他娘的是个人才！！！
前面差不多两个小时几乎是循序渐进地在当喜剧看，心里暗想抗日题材这么好笑会不会不太好。结果接近尾声的时候急转直下，把日本鬼子歇斯底里的残忍表达得淋漓尽致。但更让人感到恐怖的是，逃过一劫的马三，却没有逃过""自己人""的魔爪，硬生生被""国军""塞回去日本人手里。砍头后电影转入彩色，似乎透露着一股虚幻，像一个不真实的魔幻世界。"
493$1291858$鬼子来了$火狐狸$2011-01-09 20:28:40$0$很棒。因为子弹飞找来看的，比子弹还好，当年怎么不公映呢？挺好的片子让我这时候才看到。鬼子都是真鬼子，姜老师细节上真下功夫雕琢，南京连给三星都嫌高了。
494$1291858$鬼子来了$土豆牌$2012-06-30 18:30:09$0$+。姜文的电影至始至终都像打了鸡血。民族性与劣根性在中日双方间的强烈对比。
495$1291858$鬼子来了$Lacia$2018-04-06 19:35:02$1$我之前怎么会被思维定式这片是潘长江演的抗日搞笑片的。前半段比较幽默，到当中窝里反各人都在推卸责任开始显露人性了，大妈让我觉得人没自知之明真是很恐怖的事情。村里联欢那段极讽刺。以为到屠村就结束了，结果最后10分钟亮点，男主为村民报仇反而被国军判死刑，由日本人执行。头落地的视角神了。
496$1291858$鬼子来了$Quasarrise$2012-08-11 18:30:21$1$神作。呈现的就是一个立体的小世界，内涵十分丰富，解读角度众多，绝不向观众灌输某种观点。游离于荒诞与现实之间，两个多小时毫不感觉冗长。姜文在这里达到巅峰，找到了库斯图里卡的感觉，之后脑子就开始发昏了。
497$1291858$鬼子来了$小东邪$2010-03-09 16:35:30$2$姜文，天才。这是我看过的最好的关于抗日的电影。两个民族的劣根性。再骂一声小日本。真正意义上的国产片、爱国片却得不到公映，这说明了什么。
498$1291858$鬼子来了$unsheath$2009-08-14 23:02:29$0$说不清楚什么感觉。大部分时间一直在笑，但结果却出人意料的惨烈。
499$1291858$鬼子来了$书，电影，音乐$2011-11-25 12:55:55$0$『禁片』《苦恋》《鸽子树》《蓝风筝》《活着》《冬春的日子》《黄金鱼》《北京杂种》《儿子》《悬恋》《极度寒冷》《爸爸》《东宫西宫》《飞呀飞》《迷岸》《邮差》《小武》《赵先生》《都市天堂》《苏州河》《鬼子来了》《男男女女》《小说》《动词变位》《色戒》。
500$1291858$鬼子来了$shyv$2009-01-10 21:17:12$0$看这部片子感觉就跟第一次看到南京大屠杀的图片时一样
501$1291858$鬼子来了$ゆき$2012-02-13 22:47:13$0$马大三救了花屋因为抗战从善良变成了仇恨，花屋为了生存从仇恨变成了感恩，又因为生存从感恩变成冷漠！
502$1291858$鬼子来了$给艾德林的诗$2018-02-14 12:12:36$1$有气质，促人思考又不说教，全凭天性使然。
503$1291858$鬼子来了$Lucifer$2011-03-19 12:40:12$2$中国人啊，中国人啊……
504$1291858$鬼子来了$武状元$2009-03-22 21:00:44$0$《鬼子来了》里面的各种角色，无一不是受害者。罪魁祸首并不是日本人，而是各种主义。各式各样的主义就是集体对于个体的暴力，强迫个体无条件地牺牲自我以彻底服从集体。马大三代表的未受“主义”沾染的淳朴的浪漫主义精神在各种主义横行的时代之下，结局必然是悲剧的。
505$1291858$鬼子来了$LoVe$2012-03-30 22:43:55$0$bh596mnk#大哥大嫂过年好，森塞。日本人，美国人，英国人，统统都是鬼子。好沉重的结局。很遗憾，大三，没能照顾好你五舅姥爷。留给小六照顾他七舅姥爷吧。无声的色彩，微微抽动的脸颊。武侠风的配乐。好奇怪的口音，好奇怪的故事，好奇怪的理论，好奇怪的中国人。呵呵
506$1291858$鬼子来了$梦魇马戏团$2012-08-29 23:50:14$3$姜文只能用“他妈的”有才来形容。
507$1291858$鬼子来了$风雷$2011-11-25 16:47:32$0$那么的…太TM经典了，每个人都那么的有血有肉！黑白色有加分，方言有加分…国产片最高境界！
508$1291858$鬼子来了$LBQ$2011-03-17 12:09:57$0$相比日本人的残酷冷血，国人的麻木愚昧更令人痛心疾首
509$1291858$鬼子来了$kid$2010-12-22 21:40:39$0$最深刻的抗日题材片了，讽刺的事在中国被禁在日本却上映了
510$1291858$鬼子来了$梁氏佑卿$2013-06-21 11:57:46$0$落后就要挨打。不但是肉体装备上，更是精神上的落后。直到今日，中国海军军舰新一代的时速仍然低于日本军舰上一代的速度。这到底是日本的过于狡猾所致还是中国人自己的劣根性导致了落后？
511$1291858$鬼子来了$Ti$2009-08-02 03:42:11$0$姜文看到了真实,我们又有多少人能看到只能不过为了粮食就轻易动摇志向的百姓?大家好,才是真的好.没错,你们让我们感觉良好,于是你们更好了.
512$1291858$鬼子来了$黄海$2009-12-26 17:24:38$0$我越来越喜欢姜文了。不管从哪个角度看这部电影都无懈可击
513$1291858$鬼子来了$Miss_滋$2013-06-11 11:49:17$0$是有姜文烙印的电影。第一遍太震撼，所以来不及想艺术上的处理或者拍摄上的技巧。战争中最不幸的是社会最低层的人，他们不仅没有武器，更没有战争意识。
514$1291858$鬼子来了$滿神的異教徒$2020-11-25 18:16:37$1$"我借助他的眼，看见一片虚无，虚无的底色是黑白，清澈，荒凉，沉痛。
有人在笑，他说，枪声蒙住了他的眼，要我替他的耳朵说话，伪装颤抖的心跳，来证明他不是懦夫。
我的嘴，靠他太近，白烛把黑夜点燃，月光昏黄。他的呼吸，碰着我的眼睛，像是用方言说，“我爱你”，好疼，好轻。
如果可以，请时间暂停，那一刻，我们躺在船上，远看见老六出了村，过了河，一切都刚好。
没有白面，没有俘虏，没有烈火，没有死亡。
我透过他的眼，看见一片虚无，天地之间，只剩下黑白，真好，没有血色。"
515$1291858$鬼子来了$昵称$2015-10-08 10:58:31$1$15影178。今天，才第一次完整看完《鬼子来了》。佳片，抗日神剧不能比。胜利70年了，好多人不知鬼子怎么来的，来了干了啥，怎么让鬼子滚蛋的。日本文化，菊与刀，日本民族，千年老二。不是在广场走一走，就一定能打得赢。还是主席教导：战略上藐视，战术上重视。
516$1291858$鬼子来了$曹大嘻$2010-08-15 18:05:19$0$恕我没经历过那段历史 恕我宁愿相信鬼子是被打跑的 而不是被天皇叫回去吃饭
517$1291858$鬼子来了$三色堇紫$2022-08-28 17:05:47$1$整个观影过程我完全沉浸在这黑白影像当中，粗糙而不随意的场景，粗犷而不浮夸的表演，直白而不晦涩的台词，感慨万千的情绪波动，紧张感、纠结感、恐惧感，无法预料的剧情发展，被逗笑、被唤醒、被感动，姜文导演对于现实世界的讽刺一针见血，农民也好、军人也罢，都逃不脱人性本恶。那剔除不掉的劣根，比脱口而出的谩骂更令人恐惧，那无法预料的人性，比烛光下的黑暗还要黑暗，讽刺了战争，也讽刺了所有的人。为了保命，受苦受累，为了安心，借刀杀人，伴着音乐而来，伴着音乐屠杀，也伴着音乐离去，他们可以因为一句话而愤怒，也可以因为一张纸而停战，但没人看得见那些无辜者的愤懑不平，刀下的亡魂说不了话，麻木的活人不能说话，现实世界向来如此，我们什么都明白，却要装作什么都不明白，可笑至极。头滚九圈，眨三下眼，嘴角上扬，是为含笑九泉。
518$1291858$鬼子来了$Don🌏$2018-04-04 00:12:48$1$看了最火的长评，姜文接受采访时说的话，本觉得四星的电影，果断五星，他说的很对，这个电影太真实了，真实到连姜文睡寡妇都拍了出来，姜文也演的太好了，老实巴交的农民栩栩如生，而日本人亲手屠杀的，就是这老实巴交身无寸铁的平民，还有姜文死的那段太好了，你他娘的还真是个天才
519$1291858$鬼子来了$Daniel$2009-05-26 07:10:05$0$one great shot after another
520$1291858$鬼子来了$Amos$2017-02-26 13:55:01$3$这不电影评分这么高想不通，最多给三分。讽刺了二党和中国老百姓，把小日本写的太傻逼了。
521$1291858$鬼子来了$徐小鹿$2018-07-13 10:40:42$3$在本片的视角中除了日本人几乎都是愚昧的，日本人战时可以杀人不眨眼，战后可以遵守和平秩序，死的活该都是国人，国人战时怕战争不敢反抗唯唯诺诺苟活，战后又对同胞下手残忍，总之错在国民愚昧，国民党也愚昧，不愚昧的人都活下来了，愚昧的人都死了。可是是国民自己想愚昧的吗？还不是不自知，不自知的时候就活该命运被践踏，是我看这电影的观后感
522$1291858$鬼子来了$无非$2010-12-26 20:05:33$1$一个让亲日的人，看见前面很兴奋，看见后面气急败坏的电影。恩，好电影。。。深刻。。
523$1291858$鬼子来了$青木$2016-11-20 14:30:13$3$很久以前看的了，回想起来还是还是很难受，难以说出的无奈和辛酸，苦闷，不解气，就好像最后发疯的马大三，拿着菜刀也只是砍伤了几个鬼子，自己却被缠着绷带的他们理直气壮地砍了头！
524$1291858$鬼子来了$C°$2010-09-06 21:28:57$0$未经粉饰的人性本色，被姜文演绎得淋漓尽致
525$1291858$鬼子来了$QU$2012-10-22 08:37:16$1$我也不知道该给几分...太晃...晕死我了...
526$1291858$鬼子来了$陈剑山$2011-01-04 23:16:36$0$轻松幽默而又不失厚重，笑到最后在影片末尾的箫声中突然就感到了那种沉重感和屈辱感
527$1291858$鬼子来了$Coka 。$2010-12-30 20:08:01$0$道不尽的国仇家恨与劣根性，数不尽的杀戮与背叛。
528$1291858$鬼子来了$杏花小姐$2012-01-13 21:50:19$0$神作！剧本 演员 音乐 画面  很完美  很久没有看过如此大气给力完整的片子了
529$1291858$鬼子来了$bu$2011-07-17 18:55:24$0$"为什么姜文的电影里女人都是附属品
为什么姜文的电影里男人这么铁血
为什么学了这么久日语还是没听太懂
为什么香川照之这么亲中
有一种惯性出于奴性和恐惧"
530$1291858$鬼子来了$只能修改一次$2010-12-29 20:48:32$0$看完了 让子弹飞 才把姜大大导的电影翻出来。。。黑白的效果讲述了朴实的人性，虽然不是很能看透姜大爷的暗喻。比那些赤裸裸的白痴粪青要升华了多少个档次。。。重视对手才能审视自己
531$1291858$鬼子来了$iamface$2018-09-24 21:48:49$1$大銀幕下的修復導演版,影片充滿荒誕荒謬但又現實非常,人本來是人但不同環境不同狀況下會有著不同的轉變,很難說是什麼人是好是壞,片中嘗試說出不同情況下人的本質,善良被動總是成為歷史犧牲品,當中沒有多大的例外,另外攝影及簡單而重覆的配樂亦出色,光影下的人物近鏡情緒表現及壓迫感捕捉精準,值得一看的電影
532$1291858$鬼子来了$who's 劳人?$2008-06-07 16:12:41$0$"这片子实在是太嘲了...对于老板姓而言，重要的不是谁来执政，而是能不能过上好日子。
老早有人这么坦言“旧社会苦不算苦，三年自然灾害真叫苦啊”"
533$1291858$鬼子来了$糖烘烘$2011-03-19 17:21:34$0$凌烈之黑持续全片抑或是我们的一生 当人生最后得以解脱时 我们也许才能见到色彩
534$1291858$鬼子来了$半边番茄$2008-01-14 14:56:10$0$我是你的儿，你是我的爷。最后一个镜头很震撼！！
535$1291858$鬼子来了$Mathilda$2007-09-06 14:55:17$2$在基本听不懂的情况下看完了整部电影 仍然感到深深的震撼 这就是电影的力量
536$1291858$鬼子来了$风雨骑老师$2010-12-30 01:06:56$2$日本影评人说：“鉴赏后的混乱正是名作的证明。”王朔说：“这是中国的库布里克。”中国电影吐槽史的最强音，剽悍的电影不需要解释。
537$1291858$鬼子来了$Nore$2011-06-20 23:28:10$0$是不是农夫与蛇的故事？国人之性格即使如此，在子弹里也有这种情况；其中有那么多场景弱化了日本的残暴，而又一字未提我党的功绩，被禁是显然的；看了评论，才注意到，最后阶段，画面成了彩色，血红血红
538$1291858$鬼子来了$楼上的马戏团$2011-02-11 22:38:22$0$娘了个我草，我政治觉悟还不高？还不高？还不高？为神马每次卡这样的片子总是要看底下第一个人的评论，第二个人的评论，第三个人的评论以致第N个评论。。。。。。。。才晓得隐喻神马！！！！！！你丑不丑，羞不羞。还好意思说自己是文科生。
539$1291858$鬼子来了$Tduaky$2018-08-08 10:30:13$2$我滴天那！姜文怎么可以做出这样的事，《让子弹飞》和这部比就是狗屎，全方位，多层次，宽领域的狗屎。
540$1291858$鬼子来了$Milandini$2010-03-30 00:29:02$0$Devils.on.the.Doorstep.2000.DVDivX-PoD
541$1291858$鬼子来了$Kuby GC$2012-11-18 01:11:18$0$荒诞的构图，荒诞的表演，比这些更荒诞的是中国农民，却又显的无比真实。大哥大嫂过年好，你是我的爷，我是你的儿。
542$1291858$鬼子来了$Nakadai$2013-06-01 21:51:48$0$非常独特的切入角度，即讲中国人的人性和命运，也讲日本人的人性和命运。可悲之处在于各自背负的命运迥异，造成各自的人性相异。日本人屠杀无辜农民，但中国人指使日本人杀人，有时候很难说得上谁更残忍。最后的镜头令人回味。
543$1291858$鬼子来了$谢家宝树$2010-11-30 17:21:42$0$Devils.on.the.Doorstep。人总是自相残杀的。每个中国人都应该看的电影 为何会被广电总局抹杀掉
