$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26790961$闪光少女$哪吒男$2017-06-30 16:22:47$2378$二次元少女看了想入党
477$26790961$闪光少女$玥玲大可爱$2017-09-22 08:47:26$0$挺好看的，治愈。20170922
478$26790961$闪光少女$穆如初$2018-07-16 13:55:01$0$徐璐本来挺好看的啊，为了符合人设也不要搞成这样啊，完全把各种缺点暴露，既然是成长，好歹形象也变一下啊，彭彭都变得更好了。音乐还挺好听，就是转变太奇怪不合理。。。
479$26790961$闪光少女$安然槿 - 露$2020-01-11 21:47:59$0$大概是去年还是前年看的了，剧情记得不是很清楚。但是！本宅佬至今无法理解为啥突然一堆人去这种音乐会打call，停止吧！！！i mean, it's ok to 打call, but it's not ok to be like 你突然释放了一堆打call机器，他们冲进会场站到自己的位置然后开始执行打call任务。it is NOT okAYyyyyy
480$26790961$闪光少女$烈焰红唇龙$2020-01-01 11:56:04$0$very nice。
481$26790961$闪光少女$女宛心兑$2017-09-23 18:23:48$0$看了十分钟实在看不下去。
482$26790961$闪光少女$火火$2018-08-12 01:26:03$0$"电影不错，鼓励鼓励，就是应该给彭彭加个吻戏啊，天台那里…
再拍一个中国的舞动青春之类的让豆子演好不好…"
483$26790961$闪光少女$啊酷呐，吗嗒嗒$2018-04-10 21:57:22$0$故事本身非常不错，虽然可能有夸大的地方，并且二次元元素的插入有点流于表面，但诚意还是有的。而且，民乐确实很好听啊。
484$26790961$闪光少女$林翛然$2017-09-24 01:47:30$1$终于有不车祸不堕胎不撕逼不抢闺蜜男友的真青春片了 「原片发我」太可爱 群起保卫师妹和斗琴燃哭了！！！后悔没去影院支持一下 最后跪舔下千指大人 小时候的古筝梦啊
485$26790961$闪光少女$雲無憂$2017-10-15 22:10:06$0$不论从哪个角度讲，这都是一部当下内地稀缺的影片
486$26790961$闪光少女$banasonic$2017-07-16 21:57:01$3$con XM en 中传礼堂 首映式 现场观影氛围太热闹因为很多主创的好友在 古筝挺帅 热血片 血热了就行了 扬琴有点像新垣结衣 回去再听听OST 所以 中岛美嘉的歌呢
487$26790961$闪光少女$侃侃而谈$2017-11-18 17:49:18$0$居然还不错
488$26790961$闪光少女$刘小青$2017-09-21 23:37:29$0$"看完《闪光少女》了，充满活力！真正正能量的青春片！虽然感觉在硬挨二次元，但是完全不影响该片的中心思想啊，所以内核才最重要啊，表现形式仅为外壳，如果没有灵魂，就只是东施效颦了。
在得了上海电影节的奖、口碑不错的情况下，片子票房不佳，甚至用了宣传背锅的营销策略，哎～导演赶紧复盘一下"
489$26790961$闪光少女$克莱门特$2017-07-17 16:57:20$1$借了二次元和民乐的噱头，和《哀乐女子乐团》一个性质，都是支强干弱，次要的掩盖了主要，看得到各种借鉴模仿的影子，前半段很尴尬，后半段因民乐开始好听些。相当于在电影院听了一场大型民乐秀，为民乐情怀稍微加一星吧，其他的就真的很一般了。p.s女主好像郑爽。
490$26790961$闪光少女$momo$2018-04-20 11:17:16$1$剧本是烂的，演员是好的，萌上彭彭了～
491$26790961$闪光少女$serphim8$2018-02-09 14:41:39$0$很多人难以理解到底二次元是主角还是民乐是主角？总有人喜欢一部电影应该只有一个主旨，但二次元跟民乐不相抵触，这就是年轻一代他们心中的民乐世界。PS:饮水机刷火锅真是笑死我了···
492$26790961$闪光少女$Niqa$2018-10-09 21:08:01$0$青春！活力！感动！燃！
493$26790961$闪光少女$年逝$2017-09-24 13:55:35$0$钢琴师哥也没毛病啊。不是高低贵贱之分，就不喜欢听民乐怎么了。二次元的部分看着还是略可怕。俩主演各自的那份真情都很感人。
494$26790961$闪光少女$南风吹木$2017-08-02 21:52:41$1$竟然会去看这种片名的电影，也多亏有侄儿过来，再加上有免费观影机会。其实还行，只不过确实过了看青春片的年龄。 ——2017.07.23 成都金沙万达影城
495$26790961$闪光少女$WallE$2017-09-22 23:58:34$1$斗琴场景印象深刻，很有意思，西洋乐器和民族乐器相辅相成、各有千秋，没有过度拔高民族乐器却也让人感受到了民族乐器的独特。男主彭昱畅演技不错，陈奕迅的发型和打扮是什么鬼……部分桥段设计略显生硬，总体三星半，四星鼓励。
496$26790961$闪光少女$III🌙$2017-07-22 21:17:50$3$前一个小时对二次元不负责任的无脑yy气的本肥宅无数次想退场。民乐和西洋乐也没这么完全对立而且干嘛非要cos二次元？nili电影圈对二次元误解和偏见也太深了吧，让观众也完全偏离路线。讲道理粉丝打call没那么容易换推好吗。历史好≠懂古风，中二≠Cosplay≠二次元，望周知。
497$26790961$闪光少女$мая$2018-08-18 13:35:15$0$6.5，日式青春片的况味，某些地方总让我想起交响情人梦，蛮有意思的
498$26790961$闪光少女$方舒逸$2017-10-01 19:39:16$0$有空还是要看一看励志片的
499$26790961$闪光少女$逗猫师$2017-08-04 09:00:50$2$我的戾气太重了，这片不是拍给我看的。
500$26790961$闪光少女$芒鞋踏遍青山$2017-12-26 22:41:33$4$这是一部很棒的青春片，整部影片的基调是积极向上的,夕阳乐与明月斗琴的场景非常精彩,喜欢最后演出时的那段边中的乐曲。
501$26790961$闪光少女$夜色凉如水$2017-11-22 14:42:50$4$一部优秀的青春片，没有堕胎吸毒犯罪的疼痛，整个片子基调是昂扬向上的，乐器真弹令人敬佩。
502$26790961$闪光少女$鱼和飞鸟$2018-01-04 14:32:24$4$斗琴很精彩！
503$26790961$闪光少女$watering$2017-12-25 22:07:29$4$飞扬的青春，美妙的音乐，积极向上的人生态度，青春不再疼痛。
504$26790961$闪光少女$IMDB$2017-07-23 12:09:17$4$是不是对二次元有什么误解 二次元不是二吧？
505$26790961$闪光少女$哎约喂$2017-10-28 08:00:17$4$题材蛮新颖的，还不错，五星鼓励
506$26790961$闪光少女$ピラミッド$2017-09-02 18:29:39$0$有意思
507$26790961$闪光少女$琧婯$2017-10-10 22:12:33$0$不能说聊了点90后，00后的东西就叫“与时俱进”了啊，拿个二次元在哪里卖弄啥呢？？剧情干瘪，强行对立民乐和西洋乐，简直笑掉大牙。。。
508$26790961$闪光少女$马特$2017-07-22 18:14:40$1$预算在多个五百万 估计会更完整一点
509$26790961$闪光少女$谋谋谋$2017-07-25 21:45:37$3$太难看了，我要呕吐了。
510$26790961$闪光少女$大象姐姐KK$2018-11-23 23:22:41$1$"教课书式的塞大道理，习作感剪辑。生拉硬拽了二次元概念。

寓意的鼓励多过于技巧，音乐融合性也差。本来一开始看到音乐监制梁翘柏会有所期待，好像也一般。

加一星给陈奕迅和彭彭。
"
511$26790961$闪光少女$玫瑰砂$2017-07-11 23:58:44$1$就和乐团的名字一样，有点卡在2.5次元，二次元觉得不够二，三次元有觉得这是啥。但，没关系，因为我也是2.5次元呀😏😏😏啊我想要个喵喵琴！各种打call，各种笔芯！
512$26790961$闪光少女$小南姐姐$2017-12-17 14:28:13$2$“只要吻到你的脸，北戴河也是乐园”表白彭昱畅
513$26790961$闪光少女$叽里呱啦$2020-06-26 14:31:56$0$补标：第一次知道了彭彭
514$26790961$闪光少女$g1823$2018-02-28 20:57:21$0$不喜欢那些二次元打扮
515$26790961$闪光少女$时雨*W$2017-10-05 21:39:41$1$三星不能再多了。这是一部既想讨好二次元粉又想跟三次元普通观众普及二次元的作品，可是有点用力过猛，诱发了我体内的尴尬癌，里面挺多台词尴尬到爆好嘛，当然可能是女主角拙劣的演技有点拖后腿。打发时间还不错啦，笑点有，给千指大人疯狂打call哈哈哈哈
516$26790961$闪光少女$𓆡𓆝𓆟𓆜𓆞$2019-04-16 15:21:01$1$还蛮燃的，青春啊
517$26790961$闪光少女$獨孤求敗$2018-03-30 17:34:12$0$#闪光少女#比#缝纫机乐队#更用心，但倒追那段，很想减一星
518$26790961$闪光少女$某J。624$2017-10-14 15:07:04$2$这才是青春片该有的样子。虽然无论从设定跟表现上都日式，但很难得做到了没有太大的违和感。其实如果只是正青春的燃就足够了，立意拔高的部分反倒凸显了编剧自身的短处，除了老干部陈奕迅那段中西何必为敌，其他价值观部分都片面了，也难怪会有很多人看完觉得被“冒犯”。…我对不起家里的古筝跟琵琶…
519$26790961$闪光少女$柳公主$2017-07-26 19:21:42$2$好看~电影本身四星，比悟空传好看，值得二刷，和国内其他的青春片比，给五星绰绰有余。
520$26790961$闪光少女$一〇一$2020-07-11 16:37:03$2$跟徐璐一比，一众的配角演得那叫一个尴尬，闫妮一出来……徐璐那眼的叫一个生涩……演技真是对比出来的……故事想讲的主题很好，剧情中二没什么关系，但拍得实在太二了……很努力调度了，但真的不行，太尴尬了。尤其其他小人物线索不是随剧情走的，是随心所欲的支配，真像漫画里的工具人啊，反派反得毫无灵魂……哎……但是我泪崩了……戳到了奇怪的点，可能就是青春本身的感染力吧……唢呐真是绝学
521$26790961$闪光少女$monsoonbaby$2017-07-24 01:22:30$1$觉得这片子虽然涉及了二次元这种亚文化 但是并没有像很多拿亚文化做噱头的作品一样装逼 或是说教太多 涉及传统民乐 但也没有莫名其妙苦大仇深的使命感 只是单纯给你讲了个故事 这个故事讲的节奏明快 有笑点也有感动的地方 加上音乐 值4星了
522$26790961$闪光少女$iiceey$2017-07-31 12:06:14$1$抛开那些复杂的，被这一股脑的中二傻气感动到就已经值回票价了~
523$26790961$闪光少女$oneno$2017-10-02 21:01:47$1$野心不小，能力有限。只有前半小时的戏可以看，还不如踏踏实实的讲一个二次元少女的故事，弄了一堆不伦不类的人凑在一起，打着拯救民乐的口号，最后场音乐会还弄两把贝斯耍酷，闹哪样！
524$26790961$闪光少女$AMO$2017-10-02 21:32:43$2$？？？？？？？？
525$26790961$闪光少女$林田溪$2017-06-30 16:15:56$5$很明显模仿日本青春片 但完成度很高
526$26790961$闪光少女$Lee-vigour$2017-07-26 20:48:02$1$好青春啊，青春真好
527$26790961$闪光少女$兮子镜$2017-07-26 16:48:01$3$必须满分，感人而励志！这才是青春
528$26790961$闪光少女$冬了个冬$2017-08-08 13:52:40$1$挺老实的做类型，梗也算新
529$26790961$闪光少女$滕雅望$2017-07-09 07:51:30$4$谢谢您，朋友，出现在偶们生命里
530$26790961$闪光少女$水木清华$2017-09-30 16:34:38$1$试图把二次元和传统结合，我觉得没有必要啊。试问剧组，整部电影的BGM为什么不用民乐呢？这就是嘛。各有优劣。民乐在于没有好的编曲和词，许多都太官方，难以用于娱乐。
531$26790961$闪光少女$Q。$2017-10-06 13:33:05$0$略尬。★★☆
532$26790961$闪光少女$彐☔️$2017-07-20 21:09:59$1$告诉我这不是二次元的本意 特别中二
533$26790961$闪光少女$须臾$2018-09-16 16:32:50$1$电影一般，对二次元的诠释真是败。然鹅中西乐器对垒那一幕太燃了，尤其乐器中的流氓唢呐出场的时候我服了！我决定四星鼓励！
534$26790961$闪光少女$飞行员$2017-11-03 05:10:02$1$你要不要放弃扬琴不是你一个人的事，得跟琴商量一下，一句话听哭
535$26790961$闪光少女$喂，有人在吗？$2017-12-29 04:33:54$0$谷阿莫
536$26790961$闪光少女$arthuria$2018-03-06 07:37:17$0$不错，有想法，带点日式风格。徐璐真的不好看，但估计拍的很爽。
537$26790961$闪光少女$月球漫舞者$2017-07-26 22:50:46$2$四星鼓励！看到片尾字幕中那一系列音乐，感觉这次钱真的是花到刀刃上了。遗憾在于二次元的经典与民乐的经典曲目用得都少，前者音乐较无存在感且缺少vocal，后者基本上是流行化的古风曲，都差口气。试想要是表演一首God Knows，多少人会把四星加到五星？看得出主创并不很懂这些，但够努力去了解。
538$26790961$闪光少女$Seymour·X ㍿$2018-02-21 16:56:30$1$我真的看的很尴尬
539$26790961$闪光少女$decidels$2018-02-12 08:09:19$0$前面所有的尴尬在最后终究也让老夫热血了一把...
540$26790961$闪光少女$男娼起义$2017-10-01 19:24:34$0$弹曲子不反对，但动不动就唱歌是个啥。。
541$26790961$闪光少女$线线$2017-12-03 23:06:03$0$打call，中国版交响情人梦。可惜没有去电影院看，希望出续集。
542$26790961$闪光少女$超cute侠$2017-09-24 23:09:15$0$其实无论是二次元还是民乐都涉及得很表面，但胜在足够活泼，鲍晶晶的台词也有她的幽默感在，且又见失恋33天式的男闺蜜，即便燃得直白也是强过许多国产青春片，中西炫技那段蛮有意思的。
543$26790961$闪光少女$鸡苑杂谈$2017-07-21 09:16:04$1$青春就是女孩的方脸和男孩Q弹的唇，动漫展那块感动哭了。
544$26790961$闪光少女$edie$2017-09-22 20:48:47$0$真的不能理解这个对立，不过徐璐的脸又饱满又可爱
545$26790961$闪光少女$永恒星鲈鱼$2017-07-20 21:37:25$1$故事够青春，台词有优势，但缺点比优点多。比如徐璐不合头的假发，吃东西时候假模假样的配音，片中对二次元的妖魔化，漫展上b站大神带古筝竟无人捧场强行转折，斗琴选野蜂飞舞真的好乱，最后的演奏片段是春晚吗？（ps请问彭昱畅你介不介意姐弟恋？
546$26790961$闪光少女$莱尼圆$2019-04-14 14:43:30$0$少女漫中二风贯彻得十分彻底，渗透到了表演、造型、台词、摄影、剪辑各个环节，尽管每个片段单拎出来都可能不忍直视，但整体来看还是不错的。不刻意讨好ACG圈外的受众，有自己对二次元文化的喜爱和坚守，这点就非常值得肯定。片中女主从三次元进入代表二次元世界的502寝室时，呈现了次元墙的“厚度”。故事主题和表现形式上不可避免的低幼，但好在并不低智，而且爆发的点很正，民族乐器、古风音乐和二次元的联姻，视听和情绪上都让人欢愉。彭昱畅演这类角色真是毫无违和感
547$26790961$闪光少女$大黑骡子$2018-09-07 20:26:50$0$彭彭可爱
548$26790961$闪光少女$姬德顺$2017-10-06 12:48:47$1$就算是给鼓励也给的太多了吧！台词糟糕剧情也普通，少数的一些亮点被那些尴尬和莫名其妙全给挡住了。人家都是瑕不掩瑜，这个刚好相反。本来三星做鼓励，但太多虚假的分数我觉得有必要拉低一些
549$26790961$闪光少女$小溪笑嘻嘻$2017-07-26 00:45:20$1$很真誠，題材很吸睛，有幾段拍得燃了起來。但導演技法太生澀，畫面也不夠好看，最重要是一部音樂電影對配樂的審美實在不高，沒有跳脫出青春校園的框框，要是能放開些來個begin again這種清新音樂片多好～
550$26790961$闪光少女$child$2017-07-01 19:11:22$10$饮水机真的可以涮火锅吗？直发棒真的可以烤肉吗？塑料袋挂耳吃西瓜倒是可以尝试一下。
551$26790961$闪光少女$媒介野$2017-08-04 21:43:51$1$油渣贼可爱
552$26790961$闪光少女$MY BMM$2017-07-21 22:36:55$1$又青春又中二
553$26790961$闪光少女$一脸横肉张小晒$2019-05-05 17:03:37$1$拙劣的透支表象价值观 青少年单蠢片
554$26790961$闪光少女$狷介有乌青$2017-09-23 20:45:50$0$【2017.109】国乐和二次元
555$26790961$闪光少女$西决$2017-09-26 02:15:48$1$还是尬，不过值得鼓励
556$26790961$闪光少女$二 天$2017-07-23 17:45:50$0$全世界像花姐这样对待自己偶像的也不多了ww片尾两个点：一是大量日本staff（挺有钱的？（原来是 EVA 二是shine那首歌的演唱者（吃了苍蝇了
557$26790961$闪光少女$喃 大 丢.ai$2017-07-27 12:30:29$2$槽点很多，很多桥段也很有网大的粗糙感，但是，老夫看哭了！看的中二魂和少女心熊熊燃烧！秒回大学参加社团玩COS的年月！青春片止于青春，没有中老年YY的撕逼堕胎，干干净净，足够有诚意，够了！
558$26790961$闪光少女$渡口无边$2017-07-30 19:03:19$1$有很多国产青春片套路化的通病，比如那场女生表白、大会堂里的起义、漫展时观众尴尬的秒反转，包括年轻演员在念严肃台词的时候也有些蹩脚。这些中二的成分里有的部分让剧作显得稚嫩，但不得不说整体真的很有感染力，是真真切切青春里能有的励志、感动和燃。
559$26790961$闪光少女$Forgot Limited$2017-07-16 00:05:00$1$思路是有，然而既没有斗琴到爽，也没有中二到自圆其说…加一星给女主红框眼镜。
560$26790961$闪光少女$影启缘末$2017-11-16 21:05:21$0$跟悟空传一起看的，真是可惜了！
561$26790961$闪光少女$Mr.杨$2017-11-06 13:39:40$0$比一般的狗血校园片好很多。很少有电影会关注和描述现在青少年的生活和喜好，还和老掉牙的民乐搭配在一起，这片子的闪光点就在于此。青春就该做一些疯狂的事情，留下轰轰烈烈的美好。
562$26790961$闪光少女$Skarsgard$2018-08-07 09:45:28$1$B站特供大电影
563$26790961$闪光少女$wang_15th$2017-08-01 12:29:04$0$事实证明，有陈奕迅的电影，票房都不会太高。
564$26790961$闪光少女$小缎$2017-09-22 17:11:16$1$二不愣登的氛围是青春的感觉，对味了；但作为一个听古风和喜欢民乐的人，感觉片子为了强化冲突，把民乐的地位压得也太低了……还把搞对立面的观点搞如此极端……
565$26790961$闪光少女$卡列宁的微笑$2017-08-01 07:37:55$4$在国产类型片的编剧中算非常成功了。剧情动力清晰，层次分明，几次转折都很自然，人物变化明显。视听语言运用漫画的感觉，用夸张和跳跃让节奏更紧凑。这部电影如此有意识地展示年轻人的二次元亚文化，让我们明白这种亚文化其实有相当的包容性。如果我们不能与他们沟通，失去了他们，那是我们的失误。
566$26790961$闪光少女$小黄豆$2017-07-16 21:01:31$4$热血的正能量青春片该有的样子，不狗血超热血。传统中华民间文化对西洋文化发起的挑战，主题特别积极向上，满满的正能量，每一段音乐合奏都是燃爆了。二次元的叙述略狗血，非专业漫迷看着略尴尬。影片走的也是中二少女的路子受众群体应该不高。7.5分。
567$26790961$闪光少女$cherrying$2017-09-27 14:08:37$1$泪点低。竟然看哭了～但是作为一部民族乐器的宣传片还是不错的！
568$26790961$闪光少女$Jason_波波$2017-08-02 01:35:39$0$从未期望能在院线看到二次元，也从未料想民乐会成为主角，而当这一切变为现实，我只有尽情享受并努力鼓掌
569$26790961$闪光少女$专业做题鸟师傅$2017-07-25 17:36:40$2$为了阻止某音yao学院的附中民乐专业停招，少女们决定出道成为偶像！料理专业学扬琴的女主，还有打击乐专业擅长灭火器的男主，我觉得你们可以考虑修一个化学的二学位…最后，哏都会威武！
570$26790961$闪光少女$19$2017-07-22 12:54:10$2$电影里面的各种二次元其实挺尴尬的   但故事很欢乐   
571$26790961$闪光少女$有回声$2017-11-08 08:44:36$1$缺点明显，优点也很明显，千指大人设定很赞，鼓励分
572$26790961$闪光少女$在…起$2017-08-07 10:48:39$1$当下年轻人顺应大环境越来越青睐西方文化西方艺术，而二次元和民乐作为两个时代两种追求，都是小众的渴望被大众所接纳认可的。现代化的民乐和跳脱的二次元纠缠融合后擦出的火花让人看完很热血很澎湃~ 斗琴也着实是太帅了！片头的致敬百鸟朝凤很有心~ 最后空一颗心留给青涩的演技和女主永远擀毡的头发…
573$26790961$闪光少女$温文暖$2019-08-03 15:54:40$2$"好歹是电影啊，都有龙标了，这分数真是太气人了。针对特定受众拍的主题是可以，但是没拍好。没有打动我的笑点泪点和燃点。
造型，台词，剧情，矛盾，转折，充满了廉价和蹩脚。
民乐和西洋乐故意搞对立面真的塞低。故意为了制造对比，搞阶级感，没事吧？漫展的舞台前后变化也很低级。。。就不能好好拍么。
身边的二次元也没一个个美瞳比眼睛大啊。学民乐的就不能洗洗头么？
音乐蛮好听了，插曲也蛮好。小物件也蛮有意思的。
斗乐有点东西。唢呐真的流氓乐器hhhhhhhhh太强了！
结尾的独奏还蛮好，合奏就像在演了"
574$26790961$闪光少女$宅拾叁$2017-10-03 14:59:35$0$快结束才惊觉这是画眉啊。刘泳希以后我偶像。这部戏的问题大都在鲍鲸鲸这里了，这部戏的全部尴尬成分几乎都来自其对二次元的曲解，但是属于青春的那些东西，属于民乐的那些东西，就像那曲百鸟朝凤，这是我一定要去推的理由。二次元遇上民族乐，再和西洋乐本是一个很不错的题材，还是很可惜啊。
575$26790961$闪光少女$我头像超萌$2017-10-14 08:05:59$3$应该多多拍这样的电影，很震撼，一直喜欢民乐但不是很了解。
576$26790961$闪光少女$Sean$2017-07-21 14:42:40$1$挺青春的，不过高潮在哪？
577$26790961$闪光少女$御姐控_光崽$2017-07-26 22:52:24$1$3.5星。套了个古风二次元的壳，古风还不错，二次元浮于表面，但很多内容胜在能够引起我的共鸣，觉得还不错。导演水平普通，其实可以更好看。
578$26790961$闪光少女$更深的白色$2018-03-18 02:42:13$0$有闪光的地方，但强行把二次元民乐这种玩意揉一起，用一个还算完整的剧本呈现出来，一厢情愿程度堪比片中的表白戏。演员演得也有点太业余了。
579$26790961$闪光少女$贝塔$2017-07-23 20:08:51$1$三星半  因为鲍鲸鲸和王冉 私心多加半星
580$26790961$闪光少女$夏目吾冬$2017-09-27 19:08:20$1$中不中，西不西；三不三，二不二；俗不俗，雅不雅；真不真，假不假；古不古，今不今；鬼不鬼，人不人。
581$26790961$闪光少女$yezihhh$2018-05-18 18:23:55$1$逐梦的路上总是让人动容 何况也是曾经战斗过的二次元 可能现在这个词语越来越有贬义 但总有人会对其中饱含热情 虽然剧情槽点太多到有点尬的程度 虽然即使用这是电影需要一定的夸张表现也依旧不能接受 虽然我理解的真正意义上的二次元并不完全是这样 但也的确被打动到了一些
582$26790961$闪光少女$番鬼林檎$2017-07-22 21:06:34$1$人物标签化，冲突僵硬，调度单一，美术土气。
583$26790961$闪光少女$picnic$2017-07-14 23:25:38$2$其实B站上的古风乐器非常厉害～大家都说彭彭不错(*๓´╰╯`๓)♡
584$26790961$闪光少女$布拉德痞特儿$2017-09-25 14:47:57$0$除去几场乐器表演，好像剧情上也没什么亮眼之处，导演的导片技术甚至有些生涩。不过宣扬传统民族文化当然是值得大力支持的!
585$26790961$闪光少女$刘大壮$2017-07-16 20:58:00$2$华语文艺片两大制片人都对中国传统乐器有了交代！！非常喜欢小男主，稚嫩青涩又苦涩
586$26790961$闪光少女$淹然$2018-08-29 20:35:19$1$二次元与音乐，看不出主创的相关品味，完全是消费和剥削，照搬了大众对二次元的刻板印象。
587$26790961$闪光少女$卜卜$2021-01-02 21:19:16$0$有点感动😭
588$26790961$闪光少女$萧遗憾$2021-06-27 13:28:22$0$唢呐Yyds
589$26790961$闪光少女$浮生若梦$2022-09-28 11:24:31$0$不说我还以为是根据《摇摆少女》改编的，鲍鲸鲸和王冉对二次元到底有什么误会，他们真觉得五颜六色的头发，夸张的美瞳片和假睫毛，死宅社恐cosplay，花里胡哨的手机壳和昂贵的手办，就代表二次元了吗？日本的少女为什么就可以纯粹的为了自己认定的目标而努力执着，而我国的少女就得是个恋爱脑，为了喜欢的学长而组建乐队？引用最喜欢的短评里的一句话“喂！不要变成那种长大后就把比自己年轻的人当成大傻逼的人啊！”
590$26790961$闪光少女$夏日扬帆$2017-10-03 15:42:40$0$我觉得这种尴尬不是来自二次元古风民乐，而是演技和台词……
591$26790961$闪光少女$阿懒$2018-02-27 14:58:39$0$差点错过这部好电影
592$26790961$闪光少女$生命$2018-07-19 15:21:33$0$元素太多，只专注于民乐和古风的融合会更好。日常场景配乐无感，最终表演完成度较低，结尾太仓促。
593$26790961$闪光少女$逍遥隐月$2017-07-22 14:22:54$0$演技浮夸，但这还是不错的青春喜剧，完爆那些青春烂片。
594$26790961$闪光少女$桃谷仙人$2020-02-03 13:18:52$0$和少年一起看过的电影
595$26790961$闪光少女$小蛋蛋$2017-10-13 13:34:57$0$居然有泪点…果然是年纪大了，经不起青春诱惑
596$26790961$闪光少女$二道贩子$2017-07-24 19:32:53$1$瑕不掩瑜
597$26790961$闪光少女$(๑⁼̴̀д⁼̴́๑)$2017-07-20 00:06:42$9$"看预告还行
期待一下下"
598$26790961$闪光少女$易$2018-05-26 00:07:50$0$这么让民乐和西洋乐掐架，不好吧…
599$26790961$闪光少女$付玲$2017-12-29 16:12:12$0$昨天吃晚饭的时候看的，老妈和老公异口同声的说这片看过了。由一个看《饭局也疯狂》十来遍也不厌倦的老公说出这话来，恐怕是对这个新片最大的侮辱了。
